time (unix)	dt (s)	p (Pa)
1616525309.842	1.606	1556.18
1616525314.848	1.606	1555.48
1616525319.854	1.607	1554.58
1616525324.843	1.607	1553.34
1616525329.849	1.606	1552.44
1616525334.838	1.606	1551.12
1616525339.852	1.615	1550.40
1616525344.857	1.614	1549.22
1616525349.847	1.614	1548.11
1616525354.844	1.607	1546.82
1616525359.872	1.615	1545.41
1616525364.838	1.606	1544.32
1616525369.845	1.606	1543.04
1616525374.857	1.614	1541.97
1616525379.848	1.614	1540.93
1616525384.854	1.614	1539.83
1616525389.851	1.607	1539.00
1616525394.851	1.615	1538.04
1616525399.857	1.614	1536.86
1616525404.847	1.615	1535.31
1616525409.853	1.614	1534.31
1616525414.874	1.614	1533.56
1616525419.840	1.607	1532.67
1616525424.846	1.606	1531.38
1616525429.852	1.606	1530.17
1616525434.841	1.607	1529.05
1616525439.848	1.606	1528.02
1616525444.863	1.615	1526.98
1616525449.845	1.607	1525.73
1616525454.866	1.607	1524.61
1616525459.848	1.614	1523.49
1616525464.854	1.615	1522.23
1616525469.851	1.607	1521.37
1616525474.849	1.614	1520.04
1616525479.858	1.614	1519.04
1616525484.848	1.614	1518.17
1616525489.853	1.614	1517.10
1616525494.851	1.606	1515.99
1616525499.840	1.606	1514.69
1616525504.846	1.606	1513.53
1616525509.852	1.607	1512.70
1616525514.842	1.606	1511.63
1616525519.856	1.614	1510.57
1616525524.861	1.614	1509.47
1616525529.851	1.614	1508.38
1616525534.857	1.614	1507.41
1616525539.846	1.615	1506.56
1616525544.852	1.614	1505.15
1616525549.873	1.614	1503.87
1616525554.838	1.607	1502.87
1616525559.843	1.607	1501.95
1616525564.857	1.614	1500.80
1616525569.841	1.607	1499.74
1616525574.854	1.614	1498.75
1616525579.850	1.606	1497.81
1616525584.849	1.614	1496.71
1616525589.846	1.607	1495.32
1616525594.852	1.607	1493.62
1616525599.842	1.606	1492.68
1616525604.847	1.607	1491.84
1616525609.861	1.614	1490.83
1616525614.843	1.606	1489.74
1616525619.857	1.614	1488.36
1616525624.839	1.606	1487.12
1616525629.851	1.615	1486.22
1616525634.866	1.607	1485.54
1616525639.849	1.614	1484.53
1616525644.845	1.607	1482.71
1616525649.852	1.606	1481.90
1616525654.842	1.606	1480.94
1616525659.848	1.607	1479.76
1616525664.854	1.606	1478.96
1616525669.844	1.606	1477.96
1616525674.866	1.607	1476.60
1616525679.839	1.606	1475.47
1616525684.852	1.615	1474.46
1616525689.850	1.606	1473.42
1616525694.847	1.614	1472.15
1616525699.845	1.607	1471.26
1616525704.852	1.606	1470.28
1616525709.841	1.607	1469.73
1616525714.847	1.606	1468.62
1616525719.860	1.615	1467.34
1616525724.843	1.606	1466.16
1616525729.856	1.615	1465.13
1616525734.838	1.607	1463.96
1616525739.852	1.614	1462.59
1616525744.858	1.615	1461.23
1616525749.847	1.615	1459.90
1616525754.845	1.606	1459.04
1616525759.874	1.614	1458.08
1616525764.841	1.607	1456.99
1616525769.848	1.606	1456.10
1616525774.853	1.606	1454.75
1616525779.843	1.607	1453.92
1616525784.849	1.606	1453.05
1616525789.839	1.606	1451.72
1616525794.853	1.614	1450.62
1616525799.858	1.615	1449.62
1616525804.847	1.615	1448.65
1616525809.854	1.614	1447.55
1616525814.852	1.606	1446.73
1616525819.850	1.615	1445.58
1616525824.848	1.607	1444.44
1616525829.853	1.607	1443.39
1616525834.842	1.606	1441.97
1616525839.850	1.606	1441.04
1616525844.839	1.607	1439.94
1616525849.845	1.607	1438.99
1616525854.859	1.615	1437.79
1616525859.841	1.607	1436.67
1616525864.854	1.614	1435.75
1616525869.862	1.614	1434.65
1616525874.851	1.614	1433.68
1616525879.848	1.607	1432.62
1616525884.853	1.607	1431.28
1616525889.842	1.606	1430.27
1616525894.849	1.606	1429.31
1616525899.863	1.615	1428.36
1616525904.844	1.606	1427.15
1616525909.858	1.615	1425.92
1616525914.840	1.606	1425.01
1616525919.854	1.614	1423.84
1616525924.851	1.607	1422.61
1616525929.849	1.615	1421.37
1616525934.847	1.606	1420.03
1616525939.853	1.606	1419.00
1616525944.843	1.607	1417.90
1616525949.849	1.607	1416.70
1616525954.839	1.607	1415.74
1616525959.845	1.606	1414.74
1616525964.858	1.615	1413.87
1616525969.839	1.607	1412.88
1616525974.854	1.615	1411.69
1616525979.860	1.614	1410.10
1616525984.850	1.614	1408.86
1616525989.848	1.607	1407.83
1616525994.853	1.606	1406.97
1616525999.843	1.607	1406.01
1616526004.848	1.606	1404.61
1616526009.862	1.614	1403.70
1616526014.843	1.607	1402.75
1616526019.857	1.615	1401.63
1616526024.847	1.614	1399.83
1616526029.853	1.615	1399.04
1616526034.850	1.607	1398.11
1616526039.847	1.615	1396.69
1616526044.845	1.607	1395.47
1616526049.875	1.614	1394.18
1616526054.841	1.606	1393.46
1616526059.847	1.606	1392.87
1616526064.861	1.614	1391.67
1616526069.843	1.607	1390.61
1616526074.857	1.614	1388.89
1616526079.839	1.607	1388.24
1616526084.852	1.615	1387.38
1616526089.850	1.606	1386.31
1616526094.847	1.615	1385.19
1616526099.845	1.607	1384.31
1616526104.875	1.615	1383.25
1616526109.842	1.606	1382.13
1616526114.848	1.606	1381.01
1616526119.860	1.614	1380.02
1616526124.842	1.606	1378.38
1616526129.855	1.615	1377.37
1616526134.853	1.607	1376.61
1616526139.851	1.614	1375.88
1616526144.848	1.607	1374.89
1616526149.847	1.615	1373.58
1616526154.843	1.607	1372.50
1616526159.849	1.607	1371.87
1616526164.839	1.607	1370.79
1616526169.845	1.606	1369.53
1616526174.858	1.614	1367.75
1616526179.848	1.615	1366.54
1616526184.853	1.615	1365.62
1616526189.852	1.606	1364.65
1616526194.849	1.615	1363.50
1616526199.848	1.606	1362.91
1616526204.853	1.607	1361.65
1616526209.843	1.606	1360.62
1616526214.849	1.606	1359.56
1616526219.840	1.607	1358.29
1616526224.846	1.606	1357.03
1616526229.867	1.606	1356.11
1616526234.848	1.614	1355.04
1616526239.855	1.615	1353.69
1616526244.851	1.607	1352.62
1616526249.849	1.615	1351.62
1616526254.846	1.607	1350.47
1616526259.852	1.607	1349.74
1616526264.842	1.606	1348.85
1616526269.855	1.614	1347.20
1616526274.860	1.615	1346.43
1616526279.849	1.614	1345.30
1616526284.846	1.607	1344.02
1616526289.852	1.606	1343.00
1616526294.841	1.607	1341.91
1616526299.846	1.607	1341.09
1616526304.860	1.615	1340.06
1616526309.843	1.606	1338.93
1616526314.856	1.614	1337.49
1616526319.846	1.614	1336.36
1616526324.850	1.615	1335.38
1616526329.847	1.607	1333.98
1616526334.860	1.615	1332.78
1616526339.842	1.607	1331.78
1616526344.856	1.614	1331.33
1616526349.853	1.607	1330.02
1616526354.850	1.615	1329.08
1616526359.848	1.607	1328.19
1616526364.855	1.607	1327.05
1616526369.844	1.607	1326.02
1616526374.874	1.614	1324.94
1616526379.840	1.607	1323.83
1616526384.847	1.606	1323.09
1616526389.860	1.615	1322.01
1616526394.842	1.606	1320.52
1616526399.856	1.615	1319.45
1616526404.862	1.615	1318.39
1616526409.852	1.614	1317.46
1616526414.857	1.614	1316.00
1616526419.847	1.614	1314.92
1616526424.844	1.607	1313.63
1616526429.849	1.606	1312.62
1616526434.849	1.614	1311.71
1616526439.846	1.606	1310.70
1616526444.860	1.614	1309.52
1616526449.841	1.607	1308.23
1616526454.855	1.614	1307.28
1616526459.852	1.606	1306.19
1616526464.849	1.614	1305.02
1616526469.847	1.607	1304.02
1616526474.852	1.607	1302.95
1616526479.842	1.606	1301.70
1616526484.847	1.607	1300.34
1616526489.861	1.614	1299.22
1616526494.850	1.615	1298.16
1616526499.856	1.614	1296.94
1616526504.845	1.614	1296.13
1616526509.843	1.606	1295.01
1616526514.848	1.607	1294.04
1616526519.862	1.615	1292.94
1616526524.843	1.607	1291.80
1616526529.857	1.615	1290.70
1616526534.839	1.606	1289.42
1616526539.852	1.614	1288.38
1616526544.850	1.606	1287.49
1616526549.848	1.615	1286.56
1616526554.844	1.607	1284.97
1616526559.874	1.614	1284.27
1616526564.840	1.607	1283.31
1616526569.847	1.606	1282.27
1616526574.860	1.614	1281.28
1616526579.842	1.607	1280.15
1616526584.855	1.614	1279.04
1616526589.838	1.606	1278.03
1616526594.850	1.614	1276.88
1616526599.849	1.606	1275.95
1616526604.847	1.615	1274.63
1616526609.844	1.606	1273.58
1616526614.874	1.614	1272.31
1616526619.841	1.606	1271.33
1616526624.845	1.607	1270.17
1616526629.860	1.615	1269.16
1616526634.849	1.615	1267.92
1616526639.854	1.615	1266.91
1616526644.851	1.607	1265.71
1616526649.840	1.606	1264.43
1616526654.845	1.607	1263.26
1616526659.866	1.606	1262.66
1616526664.839	1.607	1261.81
1616526669.853	1.615	1260.65
1616526674.851	1.607	1259.48
1616526679.849	1.615	1258.30
1616526684.847	1.606	1257.14
1616526689.851	1.607	1256.23
1616526694.841	1.607	1255.19
1616526699.853	1.614	1254.25
1616526704.859	1.615	1252.65
1616526709.850	1.615	1251.32
1616526714.856	1.614	1250.29
1616526719.846	1.614	1249.34
1616526724.851	1.614	1248.46
1616526729.849	1.606	1247.38
1616526734.838	1.606	1246.16
1616526739.843	1.607	1245.12
1616526744.857	1.614	1244.15
1616526749.839	1.607	1242.79
1616526754.853	1.614	1241.67
1616526759.850	1.606	1240.33
1616526764.847	1.615	1239.21
1616526769.845	1.606	1238.42
1616526774.875	1.614	1237.48
1616526779.841	1.607	1236.43
1616526784.847	1.607	1235.31
1616526789.860	1.615	1234.11
1616526794.841	1.607	1232.57
1616526799.855	1.614	1231.60
1616526804.852	1.606	1230.77
1616526809.850	1.615	1229.74
1616526814.847	1.606	1228.68
1616526819.853	1.606	1227.78
1616526824.843	1.606	1226.85
1616526829.849	1.607	1226.08
1616526834.839	1.607	1224.95
1616526839.845	1.607	1223.89
1616526844.859	1.615	1222.32
1616526849.848	1.615	1221.19
1616526854.854	1.614	1219.94
1616526859.852	1.607	1218.78
1616526864.841	1.607	1218.22
1616526869.847	1.607	1217.01
1616526874.852	1.606	1215.72
1616526879.842	1.606	1214.75
1616526884.848	1.606	1213.84
1616526889.862	1.614	1212.92
1616526894.846	1.607	1211.66
1616526899.852	1.607	1210.62
1616526904.842	1.606	1209.32
1616526909.856	1.615	1208.17
1616526914.838	1.606	1207.28
1616526919.852	1.615	1206.23
1616526924.858	1.614	1205.26
1616526929.848	1.614	1204.11
1616526934.853	1.614	1202.91
1616526939.851	1.606	1201.23
1616526944.839	1.607	1200.24
1616526949.845	1.606	1199.14
1616526954.858	1.615	1198.18
1616526959.840	1.607	1197.07
1616526964.854	1.615	1196.13
1616526969.851	1.607	1195.06
1616526974.849	1.615	1194.18
1616526979.846	1.606	1193.14
1616526984.852	1.607	1191.70
1616526989.843	1.606	1190.30
1616526994.849	1.606	1189.22
1616526999.840	1.607	1187.99
1616527004.845	1.607	1186.86
1616527009.875	1.615	1185.86
1616527014.841	1.607	1185.08
1616527019.854	1.614	1184.25
1616527024.860	1.615	1183.28
1616527029.849	1.615	1182.14
1616527034.847	1.606	1180.52
1616527039.852	1.607	1179.42
1616527044.842	1.607	1178.31
1616527049.848	1.606	1177.38
1616527054.862	1.615	1176.49
1616527059.843	1.606	1175.72
1616527064.857	1.615	1174.71
1616527069.845	1.614	1173.59
1616527074.851	1.615	1172.44
1616527079.850	1.607	1171.24
1616527084.847	1.615	1169.77
1616527089.844	1.607	1168.54
1616527094.851	1.607	1167.44
1616527099.841	1.606	1166.46
1616527104.846	1.606	1165.34
1616527109.859	1.615	1164.28
1616527114.850	1.615	1163.13
1616527119.856	1.614	1162.31
1616527124.839	1.607	1161.32
1616527129.853	1.614	1159.81
1616527134.859	1.614	1158.67
1616527139.848	1.615	1157.75
1616527144.854	1.614	1156.56
1616527149.852	1.606	1155.35
1616527154.851	1.614	1154.20
1616527159.849	1.606	1153.23
1616527164.854	1.606	1152.33
1616527169.843	1.606	1151.45
1616527174.849	1.607	1150.69
1616527179.840	1.607	1149.75
1616527184.846	1.607	1148.35
1616527189.867	1.607	1147.31
1616527194.849	1.614	1146.37
1616527199.855	1.614	1145.21
1616527204.852	1.606	1144.20
1616527209.850	1.614	1143.14
1616527214.847	1.607	1142.22
1616527219.854	1.607	1141.10
1616527224.843	1.606	1139.98
1616527229.856	1.614	1138.38
1616527234.838	1.606	1137.07
1616527239.845	1.606	1136.02
1616527244.866	1.607	1135.03
1616527249.848	1.614	1133.93
1616527254.854	1.615	1132.73
1616527259.853	1.607	1131.51
1616527264.850	1.615	1130.53
1616527269.848	1.606	1129.56
1616527274.854	1.606	1128.73
1616527279.843	1.606	1127.26
1616527284.848	1.607	1125.97
1616527289.862	1.614	1124.71
1616527294.845	1.606	1123.94
1616527299.866	1.606	1123.06
1616527304.841	1.606	1121.97
1616527309.854	1.615	1120.95
1616527314.851	1.606	1120.03
1616527319.849	1.614	1118.85
1616527324.845	1.606	1117.37
1616527329.852	1.606	1116.19
1616527334.840	1.607	1115.28
1616527339.854	1.614	1114.12
1616527344.860	1.614	1113.34
1616527349.850	1.614	1112.27
1616527354.856	1.614	1111.43
1616527359.854	1.606	1110.40
1616527364.844	1.607	1109.25
1616527369.850	1.606	1107.93
1616527374.839	1.607	1106.31
1616527379.845	1.606	1105.25
1616527384.875	1.615	1104.13
1616527389.841	1.607	1103.17
1616527394.847	1.607	1102.41
1616527399.861	1.614	1101.43
1616527404.851	1.615	1100.41
1616527409.857	1.615	1099.32
1616527414.847	1.614	1098.38
1616527419.852	1.615	1097.03
1616527424.850	1.607	1095.86
1616527429.848	1.615	1094.81
1616527434.846	1.606	1093.94
1616527439.874	1.614	1092.85
1616527444.840	1.606	1091.72
1616527449.853	1.614	1090.52
1616527454.859	1.614	1089.13
1616527459.849	1.615	1088.09
1616527464.856	1.614	1086.71
1616527469.853	1.606	1085.75
1616527474.851	1.614	1084.40
1616527479.848	1.606	1083.42
1616527484.854	1.606	1082.35
1616527489.844	1.607	1081.04
1616527494.850	1.606	1080.17
1616527499.840	1.607	1079.15
1616527504.846	1.607	1078.07
1616527509.859	1.614	1076.73
1616527514.850	1.614	1075.37
1616527519.855	1.615	1074.30
1616527524.854	1.606	1073.38
1616527529.850	1.615	1072.19
1616527534.849	1.606	1071.04
1616527539.839	1.607	1070.14
1616527544.844	1.607	1069.07
1616527549.850	1.606	1067.98
1616527554.841	1.606	1067.19
1616527559.847	1.607	1065.73
1616527564.861	1.615	1064.35
1616527569.843	1.606	1063.12
1616527574.858	1.615	1062.13
1616527579.839	1.606	1061.25
1616527584.853	1.614	1060.16
1616527589.857	1.614	1059.12
1616527594.847	1.614	1058.05
1616527599.845	1.607	1056.84
1616527604.874	1.614	1055.56
1616527609.841	1.606	1054.52
1616527614.846	1.607	1053.40
1616527619.860	1.614	1052.38
1616527624.843	1.606	1051.42
1616527629.856	1.615	1050.40
1616527634.839	1.606	1049.30
1616527639.846	1.606	1048.23
1616527644.861	1.614	1047.24
1616527649.842	1.606	1046.07
1616527654.856	1.614	1044.52
1616527659.862	1.614	1043.68
1616527664.851	1.614	1042.78
1616527669.849	1.607	1041.92
1616527674.855	1.606	1040.92
1616527679.844	1.607	1039.93
1616527684.851	1.607	1038.93
1616527689.840	1.607	1037.95
1616527694.847	1.606	1037.20
1616527699.860	1.615	1036.30
1616527704.843	1.607	1035.04
1616527709.856	1.614	1033.48
1616527714.839	1.607	1032.56
1616527719.853	1.615	1031.71
1616527724.866	1.607	1030.58
1616527729.848	1.614	1029.24
1616527734.854	1.615	1028.00
1616527739.851	1.607	1026.94
1616527744.841	1.606	1026.09
1616527749.846	1.607	1025.16
1616527754.860	1.615	1024.01
1616527759.842	1.606	1022.58
1616527764.856	1.615	1021.28
1616527769.838	1.607	1020.09
1616527774.852	1.614	1019.15
1616527779.858	1.615	1018.21
1616527784.847	1.614	1017.06
1616527789.845	1.607	1015.82
1616527794.875	1.614	1014.69
1616527799.841	1.607	1013.23
1616527804.847	1.607	1012.35
1616527809.853	1.606	1011.34
1616527814.844	1.607	1010.51
1616527819.850	1.607	1009.39
1616527824.842	1.607	1008.24
1616527829.848	1.606	1007.25
1616527834.853	1.606	1006.16
1616527839.843	1.606	1005.17
1616527844.857	1.615	1004.17
1616527849.838	1.607	1002.48
1616527854.852	1.615	1001.33
1616527859.857	1.614	1000.29
1616527864.847	1.614	999.30
1616527869.853	1.614	998.13
1616527874.851	1.607	997.13
1616527879.840	1.606	996.26
1616527884.846	1.607	995.13
1616527889.867	1.607	994.13
1616527894.841	1.606	992.61
1616527899.854	1.614	991.28
1616527904.861	1.615	990.19
1616527909.849	1.615	989.03
1616527914.848	1.606	988.15
1616527919.853	1.607	987.03
1616527924.844	1.607	986.02
1616527929.851	1.607	984.90
1616527934.840	1.606	983.71
1616527939.847	1.606	982.34
1616527944.853	1.606	980.94
1616527949.841	1.606	979.77
1616527954.854	1.614	978.62
1616527959.860	1.614	977.69
1616527964.849	1.614	976.68
1616527969.846	1.606	975.89
1616527974.852	1.607	975.10
1616527979.841	1.606	974.32
1616527984.847	1.606	973.29
1616527989.860	1.615	972.10
1616527994.849	1.614	970.85
1616527999.856	1.615	969.99
1616528004.846	1.614	969.19
1616528009.842	1.607	968.79
1616528014.847	1.607	968.01
1616528019.860	1.615	966.99
1616528024.842	1.606	965.66
1616528029.855	1.615	964.65
1616528034.853	1.606	963.75
1616528039.850	1.614	962.88
1616528044.848	1.606	962.09
1616528049.853	1.606	960.44
1616528054.843	1.606	959.33
1616528059.856	1.615	958.54
1616528064.838	1.606	957.68
1616528069.851	1.614	956.54
1616528074.848	1.606	955.54
1616528079.855	1.606	954.62
1616528084.844	1.606	953.51
1616528089.849	1.607	952.54
1616528094.838	1.606	951.72
1616528099.843	1.607	950.43
1616528104.857	1.614	949.51
1616528109.847	1.614	948.86
1616528114.852	1.614	947.94
1616528119.849	1.606	947.04
1616528124.847	1.614	946.04
1616528129.844	1.607	944.95
1616528134.874	1.614	944.19
1616528139.839	1.606	943.39
1616528144.853	1.615	942.64
1616528149.859	1.614	941.67
1616528154.850	1.614	940.63
1616528159.855	1.614	939.43
1616528164.852	1.606	938.86
1616528169.842	1.606	938.23
1616528174.847	1.607	937.55
1616528179.860	1.614	936.53
1616528184.843	1.606	935.71
1616528189.856	1.614	935.03
1616528194.839	1.607	934.01
1616528199.852	1.615	933.19
1616528204.859	1.614	932.50
1616528209.847	1.614	931.90
1616528214.844	1.607	931.12
1616528219.873	1.615	929.86
1616528224.840	1.606	928.91
1616528229.845	1.606	928.13
1616528234.867	1.606	927.56
1616528239.848	1.615	926.76
1616528244.854	1.614	926.06
1616528249.853	1.607	925.39
1616528254.850	1.614	924.80
1616528259.847	1.606	923.81
1616528264.853	1.607	923.05
1616528269.843	1.606	922.45
1616528274.848	1.606	921.91
1616528279.838	1.607	921.12
1616528284.845	1.606	920.33
1616528289.859	1.614	918.78
1616528294.848	1.615	918.41
1616528299.854	1.614	917.73
1616528304.851	1.607	917.11
1616528309.849	1.615	916.43
1616528314.846	1.606	915.83
1616528319.852	1.606	915.40
1616528324.841	1.606	914.78
1616528329.855	1.614	914.20
1616528334.862	1.615	913.10
1616528339.844	1.606	912.32
1616528344.858	1.614	911.68
1616528349.847	1.615	910.97
1616528354.853	1.614	910.28
1616528359.867	1.606	909.81
1616528364.849	1.615	909.46
1616528369.847	1.606	908.37
1616528374.852	1.606	907.71
1616528379.842	1.606	907.05
1616528384.848	1.607	906.44
1616528389.862	1.614	905.58
1616528394.850	1.614	904.92
1616528399.856	1.614	904.16
1616528404.845	1.614	903.53
1616528409.852	1.614	902.98
1616528414.848	1.607	902.53
1616528419.854	1.607	901.88
1616528424.843	1.607	901.03
1616528429.857	1.614	900.40
1616528434.839	1.607	899.97
1616528439.854	1.614	899.48
1616528444.859	1.614	898.51
1616528449.849	1.614	897.70
1616528454.855	1.614	897.03
1616528459.852	1.607	896.44
1616528464.851	1.614	896.07
1616528469.848	1.606	895.66
1616528474.853	1.607	895.17
1616528479.843	1.606	894.67
1616528484.857	1.614	894.27
1616528489.838	1.606	893.74
1616528494.851	1.614	893.38
1616528499.847	1.607	892.93
1616528504.854	1.607	892.69
1616528509.843	1.606	891.95
1616528514.848	1.607	891.43
1616528519.838	1.606	890.92
1616528524.844	1.606	890.21
1616528529.858	1.615	889.70
1616528534.848	1.614	889.29
1616528539.854	1.615	888.86
1616528544.852	1.607	888.15
1616528549.850	1.614	887.37
1616528554.848	1.606	886.92
1616528559.854	1.606	886.49
1616528564.843	1.607	886.10
1616528569.849	1.607	885.70
1616528574.840	1.607	885.19
1616528579.846	1.607	884.67
1616528584.859	1.615	884.07
1616528589.843	1.607	883.58
1616528594.849	1.606	883.08
1616528599.840	1.607	882.69
1616528604.845	1.606	882.27
1616528609.866	1.606	881.58
1616528614.847	1.614	881.30
1616528619.853	1.615	880.73
1616528624.851	1.607	880.18
1616528629.849	1.615	879.97
1616528634.847	1.606	879.51
1616528639.852	1.606	879.04
1616528644.843	1.606	878.53
1616528649.855	1.615	878.16
1616528654.838	1.606	877.30
1616528659.852	1.615	877.11
1616528664.857	1.615	876.94
1616528669.847	1.615	876.46
1616528674.852	1.614	876.05
1616528679.874	1.615	875.35
1616528684.848	1.614	874.91
1616528689.846	1.606	874.53
1616528694.851	1.607	874.08
1616528699.840	1.607	873.70
1616528704.854	1.614	873.54
1616528709.860	1.614	873.28
1616528714.850	1.614	872.97
1616528719.848	1.607	872.75
1616528724.854	1.606	872.45
1616528729.851	1.614	872.07
