time (unix)	dt (s)	p (Pa)
1616557914.841	1.607	843.66
1616557919.854	1.615	843.67
1616557924.852	1.607	843.65
1616557929.850	1.615	843.64
1616557934.849	1.607	843.64
1616557939.846	1.614	843.42
1616557944.853	1.614	843.48
1616557949.850	1.607	843.56
1616557954.838	1.607	843.54
1616557959.844	1.607	843.49
1616557964.858	1.615	843.66
1616557969.847	1.615	843.65
1616557974.853	1.615	843.46
1616557979.850	1.607	843.51
1616557984.849	1.614	843.63
1616557989.847	1.607	843.37
1616557994.852	1.607	843.27
1616557999.842	1.607	843.25
1616558004.848	1.607	843.26
1616558009.862	1.614	843.22
1616558014.843	1.607	843.23
1616558019.857	1.614	843.22
1616558024.847	1.615	843.00
1616558029.852	1.615	843.13
1616558034.850	1.607	842.98
1616558039.847	1.614	842.97
1616558044.847	1.607	843.12
1616558049.851	1.606	842.95
1616558054.841	1.606	843.20
1616558059.848	1.606	842.90
1616558064.862	1.615	842.94
1616558069.845	1.607	843.11
1616558074.866	1.607	842.83
1616558079.839	1.606	842.86
1616558084.853	1.615	842.87
1616558089.850	1.607	842.87
1616558094.848	1.614	842.86
1616558099.846	1.606	842.85
1616558104.875	1.615	842.82
1616558109.840	1.607	842.69
1616558114.853	1.614	842.81
1616558119.858	1.614	842.68
1616558124.848	1.614	842.46
1616558129.855	1.615	842.75
1616558134.853	1.606	842.45
1616558139.842	1.606	842.50
1616558144.848	1.607	842.52
1616558149.854	1.606	842.45
1616558154.845	1.606	842.43
1616558159.875	1.615	842.47
1616558164.840	1.607	842.45
1616558169.846	1.606	842.46
1616558174.868	1.606	842.42
1616558179.849	1.614	842.46
1616558184.854	1.614	842.45
1616558189.852	1.607	842.60
1616558194.841	1.607	842.64
1616558199.846	1.607	842.46
1616558204.860	1.614	842.45
1616558209.842	1.607	842.46
1616558214.856	1.615	842.40
1616558219.838	1.606	842.18
1616558224.851	1.614	842.37
1616558229.848	1.607	842.39
1616558234.855	1.607	842.37
1616558239.853	1.614	842.17
1616558244.851	1.606	842.30
1616558249.841	1.607	842.41
1616558254.846	1.606	842.14
1616558259.852	1.606	842.40
1616558264.841	1.607	842.06
1616558269.854	1.614	842.12
1616558274.851	1.607	842.06
1616558279.849	1.615	842.06
1616558284.846	1.607	842.06
1616558289.853	1.606	842.06
1616558294.842	1.607	842.05
1616558299.848	1.607	842.06
1616558304.861	1.615	842.14
1616558309.851	1.615	842.07
1616558314.856	1.615	842.05
1616558319.846	1.615	842.06
1616558324.851	1.615	841.96
1616558329.849	1.607	842.05
1616558334.838	1.607	841.98
1616558339.844	1.607	842.06
1616558344.858	1.615	842.05
1616558349.840	1.607	841.99
1616558354.853	1.615	841.97
1616558359.859	1.615	841.97
1616558364.849	1.615	841.72
1616558369.846	1.606	841.84
1616558374.874	1.615	842.03
1616558379.841	1.606	841.87
1616558384.846	1.607	842.05
1616558389.859	1.615	841.84
1616558394.841	1.607	842.05
1616558399.854	1.615	841.98
1616558404.852	1.607	841.91
1616558409.841	1.607	842.00
1616558414.846	1.607	841.72
1616558419.858	1.614	841.70
1616558424.840	1.607	841.73
1616558429.854	1.614	841.69
1616558434.850	1.606	841.70
1616558439.849	1.615	841.66
1616558444.847	1.607	841.90
1616558449.851	1.607	841.71
1616558454.841	1.607	841.66
1616558459.854	1.615	841.72
1616558464.860	1.615	841.67
1616558469.850	1.615	841.67
1616558474.856	1.614	841.66
1616558479.853	1.606	841.65
1616558484.852	1.614	841.68
1616558489.866	1.607	841.65
1616558494.848	1.614	841.65
1616558499.846	1.606	841.66
1616558504.851	1.607	841.64
1616558509.841	1.606	841.65
1616558514.847	1.607	841.66
1616558519.860	1.615	841.66
1616558524.850	1.615	841.66
1616558529.856	1.614	841.57
1616558534.846	1.614	841.64
1616558539.843	1.607	841.47
1616558544.849	1.606	841.55
1616558549.839	1.607	841.64
1616558554.845	1.606	841.65
1616558559.874	1.615	841.66
1616558564.840	1.607	841.63
1616558569.853	1.615	841.37
1616558574.859	1.615	841.49
1616558579.848	1.615	841.28
1616558584.855	1.615	841.40
1616558589.853	1.606	841.29
1616558594.851	1.614	841.39
1616558599.849	1.607	841.60
1616558604.837	1.607	841.47
1616558609.843	1.607	841.48
1616558614.850	1.606	841.43
1616558619.838	1.607	841.41
1616558624.852	1.615	841.50
1616558629.849	1.606	841.53
1616558634.847	1.615	841.56
1616558639.844	1.607	841.32
1616558644.873	1.614	841.64
1616558649.839	1.607	841.49
1616558654.845	1.607	841.53
1616558659.866	1.607	841.34
1616558664.848	1.615	841.36
1616558669.852	1.615	841.30
1616558674.850	1.607	841.64
1616558679.851	1.615	841.43
1616558684.848	1.606	841.26
1616558689.853	1.607	841.47
1616558694.842	1.607	841.42
1616558699.848	1.606	841.24
1616558704.861	1.615	841.33
1616558709.851	1.615	841.26
1616558714.856	1.615	841.25
1616558719.846	1.615	841.26
1616558724.843	1.607	841.26
1616558729.849	1.606	841.42
1616558734.861	1.615	841.27
1616558739.850	1.614	841.29
1616558744.856	1.614	841.41
1616558749.847	1.614	841.26
1616558754.851	1.615	841.25
1616558759.849	1.607	841.28
1616558764.838	1.607	841.34
1616558769.843	1.607	841.34
1616558774.849	1.607	841.25
1616558779.839	1.606	841.26
1616558784.853	1.615	841.31
1616558789.859	1.614	841.25
1616558794.847	1.615	841.26
1616558799.844	1.607	841.25
1616558804.850	1.607	841.25
1616558809.839	1.607	841.26
1616558814.845	1.606	841.25
1616558819.867	1.606	841.25
1616558824.849	1.614	841.30
1616558829.854	1.615	841.23
1616558834.852	1.607	841.13
1616558839.849	1.615	841.13
1616558844.847	1.607	841.25
1616558849.852	1.606	841.17
1616558854.842	1.607	841.23
1616558859.856	1.614	841.10
1616558864.861	1.614	841.24
1616558869.851	1.615	841.04
1616558874.857	1.614	841.25
1616558879.846	1.614	841.12
1616558884.853	1.615	841.23
1616558889.850	1.607	841.24
1616558894.840	1.606	841.17
1616558899.846	1.607	841.26
1616558904.852	1.607	841.27
1616558909.841	1.606	841.26
1616558914.854	1.615	841.26
1616558919.861	1.614	841.26
1616558924.850	1.615	841.26
1616558929.856	1.614	841.24
1616558934.846	1.614	841.24
1616558939.852	1.614	841.26
1616558944.849	1.607	841.22
1616558949.839	1.607	841.22
1616558954.844	1.607	841.25
1616558959.874	1.615	841.25
1616558964.840	1.607	841.26
1616558969.854	1.615	841.25
1616558974.860	1.614	841.02
1616558979.848	1.615	840.97
1616558984.846	1.606	840.93
1616558989.852	1.607	840.85
1616558994.841	1.606	840.97
1616558999.847	1.607	841.06
1616559004.861	1.615	841.17
1616559009.842	1.607	841.05
1616559014.855	1.614	840.91
1616559019.851	1.607	841.06
1616559024.841	1.607	840.91
1616559029.846	1.606	840.94
1616559034.859	1.615	840.89
1616559039.840	1.607	840.92
1616559044.854	1.614	840.94
1616559049.852	1.607	841.20
1616559054.850	1.615	841.14
1616559059.847	1.606	841.02
1616559064.852	1.607	841.04
1616559069.842	1.607	841.08
1616559074.848	1.606	841.03
1616559079.861	1.615	841.09
1616559084.851	1.615	841.13
1616559089.857	1.615	841.21
1616559094.846	1.615	841.26
1616559099.852	1.615	841.15
1616559104.849	1.607	841.26
1616559109.849	1.615	841.25
1616559114.846	1.606	841.37
1616559119.851	1.607	841.41
1616559124.840	1.607	841.35
1616559129.854	1.615	841.53
1616559134.859	1.615	841.66
1616559139.849	1.615	841.64
1616559144.846	1.606	841.64
1616559149.852	1.606	841.67
1616559154.842	1.606	841.76
1616559159.849	1.607	841.91
1616559164.862	1.615	842.04
1616559169.844	1.607	842.06
1616559174.857	1.614	842.06
1616559179.839	1.607	842.19
1616559184.853	1.615	842.46
1616559189.866	1.607	842.46
1616559194.848	1.615	842.49
1616559199.845	1.606	842.86
1616559204.850	1.607	842.99
1616559209.841	1.607	842.95
1616559214.846	1.606	843.25
1616559219.858	1.615	843.43
1616559224.848	1.615	843.56
1616559229.846	1.607	843.68
1616559234.852	1.607	844.01
1616559239.842	1.607	844.07
1616559244.847	1.606	844.36
1616559249.853	1.607	844.51
1616559254.842	1.607	844.53
1616559259.856	1.614	844.86
1616559264.838	1.607	844.89
1616559269.853	1.614	845.06
1616559274.859	1.614	845.33
1616559279.847	1.615	845.52
1616559284.854	1.615	845.64
1616559289.851	1.607	845.81
1616559294.841	1.607	845.99
1616559299.847	1.606	846.09
1616559304.852	1.607	846.74
1616559309.841	1.607	846.87
1616559314.855	1.614	847.25
1616559319.861	1.614	847.44
1616559324.850	1.615	847.65
1616559329.857	1.614	847.95
1616559334.846	1.614	848.17
1616559339.844	1.607	848.46
1616559344.849	1.607	848.60
1616559349.838	1.607	848.94
1616559354.844	1.607	849.31
1616559359.858	1.614	849.61
1616559364.840	1.606	849.85
1616559369.853	1.615	850.08
1616559374.850	1.607	850.47
1616559379.849	1.615	850.98
1616559384.847	1.606	851.42
1616559389.852	1.606	851.72
1616559394.842	1.606	852.05
1616559399.847	1.607	852.36
1616559404.859	1.615	852.56
1616559409.849	1.615	852.86
1616559414.855	1.615	853.04
1616559419.852	1.606	853.47
1616559424.843	1.607	853.85
1616559429.847	1.607	854.09
1616559434.860	1.614	854.46
1616559439.843	1.607	854.79
1616559444.857	1.615	854.94
1616559449.838	1.607	855.29
1616559454.852	1.615	855.63
1616559459.849	1.607	856.07
1616559464.855	1.607	856.46
1616559469.845	1.607	857.21
1616559474.874	1.615	857.72
1616559479.840	1.607	858.07
1616559484.847	1.607	858.43
1616559489.860	1.614	858.84
1616559494.842	1.607	859.06
1616559499.855	1.615	859.67
1616559504.838	1.606	860.07
1616559509.851	1.615	860.54
1616559514.849	1.607	860.86
1616559519.848	1.615	861.24
1616559524.847	1.607	861.80
1616559529.852	1.607	862.32
1616559534.841	1.607	862.97
1616559539.847	1.606	863.45
1616559544.852	1.607	863.69
1616559549.842	1.607	864.30
1616559554.849	1.607	864.57
1616559559.839	1.606	865.09
1616559564.845	1.607	865.32
1616559569.867	1.607	865.77
1616559574.841	1.607	866.35
1616559579.855	1.615	866.77
1616559584.862	1.614	867.78
1616559589.851	1.614	868.38
1616559594.849	1.607	868.86
1616559599.845	1.615	869.16
1616559604.843	1.607	869.54
1616559609.849	1.607	870.00
1616559614.839	1.607	870.46
1616559619.845	1.607	871.05
1616559624.859	1.614	871.67
1616559629.848	1.614	872.09
1616559634.853	1.615	872.63
1616559639.851	1.607	873.09
1616559644.840	1.606	873.55
1616559649.845	1.607	874.01
1616559654.875	1.615	874.45
1616559659.840	1.606	875.08
1616559664.855	1.615	875.68
1616559669.861	1.615	876.25
1616559674.851	1.615	876.73
1616559679.856	1.614	877.26
1616559684.846	1.615	878.19
1616559689.843	1.607	878.85
1616559694.849	1.607	879.32
1616559699.838	1.607	880.08
1616559704.844	1.606	880.52
1616559709.851	1.607	881.12
1616559714.841	1.606	881.70
1616559719.847	1.606	882.43
1616559724.861	1.614	882.96
1616559729.851	1.615	883.57
1616559734.856	1.615	884.14
1616559739.846	1.615	884.70
1616559744.851	1.615	885.43
1616559749.848	1.607	885.94
1616559754.853	1.607	886.57
1616559759.843	1.606	886.91
1616559764.857	1.615	887.53
1616559769.846	1.614	888.57
1616559774.850	1.615	889.30
1616559779.848	1.607	889.79
1616559784.854	1.606	890.31
1616559789.841	1.607	891.07
1616559794.855	1.615	891.74
1616559799.837	1.606	892.43
1616559804.850	1.615	893.01
1616559809.848	1.607	893.48
1616559814.853	1.607	894.16
1616559819.843	1.606	894.68
1616559824.848	1.606	895.27
1616559829.861	1.614	895.94
1616559834.850	1.614	896.49
1616559839.856	1.614	897.10
1616559844.852	1.607	897.82
1616559849.842	1.607	899.06
1616559854.848	1.607	899.72
1616559859.861	1.615	900.49
1616559864.843	1.607	901.13
1616559869.857	1.614	901.84
1616559874.847	1.615	902.36
1616559879.852	1.615	903.04
1616559884.851	1.607	903.87
1616559889.848	1.614	904.61
1616559894.845	1.607	905.32
1616559899.874	1.615	906.35
1616559904.840	1.607	907.04
1616559909.853	1.615	907.89
1616559914.859	1.615	908.74
1616559919.848	1.615	909.72
1616559924.854	1.615	910.31
1616559929.852	1.606	910.92
1616559934.841	1.607	911.57
1616559939.846	1.607	912.38
1616559944.853	1.607	913.30
1616559949.842	1.607	914.31
1616559954.856	1.615	915.10
1616559959.839	1.606	915.60
1616559964.852	1.614	916.13
1616559969.849	1.607	916.68
1616559974.854	1.606	917.44
1616559979.843	1.607	918.16
1616559984.848	1.607	918.70
1616559989.862	1.615	920.01
1616559994.852	1.615	920.71
1616559999.857	1.615	921.54
1616560004.847	1.614	922.14
1616560009.844	1.607	923.04
1616560014.850	1.607	923.78
1616560019.839	1.607	924.55
1616560024.845	1.607	925.27
1616560029.866	1.607	926.03
1616560034.840	1.607	926.96
1616560039.852	1.615	927.87
1616560044.851	1.607	928.59
1616560049.849	1.615	929.34
1616560054.847	1.606	930.51
1616560059.852	1.606	931.35
1616560064.842	1.607	932.16
1616560069.848	1.607	932.94
1616560074.862	1.615	933.75
1616560079.843	1.607	934.37
1616560084.857	1.614	935.18
1616560089.838	1.607	936.01
1616560094.853	1.614	936.94
1616560099.849	1.606	937.73
1616560104.847	1.615	938.29
1616560109.846	1.606	938.93
1616560114.875	1.615	939.56
1616560119.840	1.607	940.62
1616560124.853	1.615	941.65
1616560129.859	1.614	942.52
1616560134.849	1.615	943.47
1616560139.855	1.615	943.99
1616560144.853	1.606	945.02
1616560149.841	1.607	945.94
1616560154.847	1.607	947.10
1616560159.854	1.607	947.83
1616560164.843	1.607	948.60
1616560169.856	1.615	949.27
1616560174.837	1.607	950.26
1616560179.852	1.615	951.49
1616560184.859	1.615	952.45
1616560189.848	1.615	953.20
1616560194.854	1.614	953.96
1616560199.851	1.607	954.75
1616560204.841	1.607	955.68
1616560209.847	1.607	956.81
1616560214.853	1.607	957.75
1616560219.844	1.607	958.63
1616560224.849	1.607	959.29
1616560229.838	1.607	960.15
1616560234.850	1.615	961.40
1616560239.849	1.607	962.63
1616560244.847	1.615	963.42
1616560249.844	1.606	964.21
1616560254.849	1.606	964.85
1616560259.839	1.607	965.80
1616560264.844	1.607	966.78
1616560269.858	1.614	967.77
1616560274.840	1.607	968.43
1616560279.853	1.615	969.06
1616560284.850	1.607	969.77
1616560289.839	1.607	970.45
1616560294.845	1.606	971.17
1616560299.866	1.607	972.47
1616560304.839	1.607	973.32
1616560309.852	1.614	974.06
1616560314.850	1.607	974.71
1616560319.847	1.615	975.52
1616560324.845	1.606	976.18
1616560329.874	1.615	976.91
1616560334.840	1.606	977.66
1616560339.846	1.606	978.58
1616560344.859	1.615	979.33
1616560349.849	1.615	980.36
1616560354.855	1.615	981.31
1616560359.853	1.607	982.27
1616560364.851	1.615	983.57
1616560369.849	1.607	984.42
1616560374.847	1.615	985.24
1616560379.843	1.607	986.20
1616560384.849	1.606	987.24
1616560389.838	1.607	988.06
1616560394.852	1.615	988.91
1616560399.857	1.615	989.73
1616560404.847	1.615	990.50
1616560409.854	1.615	991.50
1616560414.850	1.607	992.51
1616560419.848	1.614	993.74
1616560424.846	1.606	994.52
1616560429.859	1.615	995.31
1616560434.841	1.606	996.37
1616560439.848	1.607	997.24
1616560444.861	1.615	998.18
1616560449.852	1.616	999.20
1616560454.858	1.615	1000.18
1616560459.848	1.615	1000.81
1616560464.853	1.615	1001.88
1616560469.850	1.607	1003.37
1616560474.840	1.607	1004.46
1616560479.845	1.607	1005.38
1616560484.851	1.607	1006.00
1616560489.840	1.607	1006.99
1616560494.853	1.615	1007.74
1616560499.859	1.615	1008.68
1616560504.849	1.614	1009.60
1616560509.846	1.606	1010.63
1616560514.853	1.606	1011.48
1616560519.841	1.607	1012.44
1616560524.847	1.606	1013.06
1616560529.860	1.615	1014.28
1616560534.849	1.614	1015.26
1616560539.854	1.614	1016.21
1616560544.851	1.607	1017.08
1616560549.841	1.606	1018.01
1616560554.847	1.607	1018.89
1616560559.860	1.615	1019.88
1616560564.843	1.606	1020.87
1616560569.855	1.615	1021.88
1616560574.853	1.607	1022.84
1616560579.850	1.615	1023.99
1616560584.847	1.606	1025.01
1616560589.852	1.607	1025.93
1616560594.843	1.606	1026.69
1616560599.855	1.614	1027.64
1616560604.860	1.615	1028.53
1616560609.849	1.614	1029.40
1616560614.847	1.606	1030.57
1616560619.853	1.607	1031.74
1616560624.843	1.606	1032.43
1616560629.848	1.607	1033.21
1616560634.862	1.615	1034.14
1616560639.851	1.615	1035.44
1616560644.857	1.615	1036.49
1616560649.847	1.615	1037.36
1616560654.852	1.615	1038.28
1616560659.850	1.606	1039.06
1616560664.839	1.606	1039.85
1616560669.845	1.607	1040.86
1616560674.875	1.614	1041.87
1616560679.839	1.607	1042.61
1616560684.854	1.615	1043.49
1616560689.860	1.614	1044.24
1616560694.849	1.615	1045.54
1616560699.855	1.614	1046.68
1616560704.852	1.607	1047.72
1616560709.841	1.607	1048.45
1616560714.848	1.607	1049.38
1616560719.853	1.607	1050.20
1616560724.844	1.607	1051.08
1616560729.857	1.615	1052.03
1616560734.838	1.606	1053.18
1616560739.851	1.615	1054.09
1616560744.847	1.606	1055.01
1616560749.853	1.606	1056.44
1616560754.842	1.607	1057.26
1616560759.856	1.615	1058.27
1616560764.838	1.607	1059.24
1616560769.850	1.615	1060.26
1616560774.848	1.607	1061.17
1616560779.854	1.607	1061.99
1616560784.844	1.606	1062.93
1616560789.849	1.607	1063.99
1616560794.838	1.607	1064.98
1616560799.843	1.607	1066.01
1616560804.858	1.614	1067.32
1616560809.847	1.615	1068.23
1616560814.853	1.615	1069.08
1616560819.852	1.607	1070.08
1616560824.850	1.614	1070.91
1616560829.856	1.615	1071.82
1616560834.847	1.614	1072.68
1616560839.853	1.614	1073.80
1616560844.851	1.607	1074.84
1616560849.840	1.607	1076.05
1616560854.846	1.607	1077.32
1616560859.853	1.606	1078.26
1616560864.842	1.607	1079.13
1616560869.849	1.606	1079.96
1616560874.861	1.615	1080.98
1616560879.851	1.615	1082.05
1616560884.856	1.614	1083.07
1616560889.846	1.615	1083.93
1616560894.852	1.614	1085.03
1616560899.849	1.607	1086.16
1616560904.840	1.607	1087.53
1616560909.845	1.606	1088.42
1616560914.875	1.615	1089.06
1616560919.841	1.607	1090.06
1616560924.847	1.607	1091.25
1616560929.862	1.614	1092.35
1616560934.844	1.607	1093.26
1616560939.858	1.615	1094.27
1616560944.839	1.607	1095.17
1616560949.844	1.607	1095.99
1616560954.850	1.607	1097.10
1616560959.838	1.607	1098.42
1616560964.844	1.607	1099.40
1616560969.857	1.615	1100.32
1616560974.838	1.607	1101.24
1616560979.852	1.615	1102.08
1616560984.849	1.607	1103.18
1616560989.854	1.607	1104.06
1616560994.844	1.607	1105.04
1616560999.850	1.607	1105.97
1616561004.840	1.607	1107.07
1616561009.853	1.615	1108.51
1616561014.859	1.615	1109.58
1616561019.848	1.615	1110.67
1616561024.855	1.614	1111.61
1616561029.851	1.607	1112.42
1616561034.842	1.606	1113.40
1616561039.846	1.607	1114.11
1616561044.853	1.607	1115.11
1616561049.843	1.607	1116.26
1616561054.849	1.607	1117.31
1616561059.862	1.614	1118.62
1616561064.852	1.615	1119.48
1616561069.865	1.607	1120.43
1616561074.847	1.615	1121.21
1616561079.844	1.607	1122.40
1616561084.849	1.606	1123.31
1616561089.838	1.607	1124.14
1616561094.851	1.615	1125.18
1616561099.856	1.614	1126.16
1616561104.846	1.615	1127.28
1616561109.852	1.615	1128.51
1616561114.849	1.607	1129.63
1616561119.838	1.606	1130.49
1616561124.843	1.607	1131.36
1616561129.858	1.615	1132.13
1616561134.839	1.607	1133.14
1616561139.853	1.614	1134.26
1616561144.850	1.607	1135.37
1616561149.847	1.615	1136.24
1616561154.845	1.606	1137.24
1616561159.875	1.615	1138.32
1616561164.840	1.607	1139.74
1616561169.846	1.606	1140.74
1616561174.860	1.615	1141.89
1616561179.849	1.614	1142.91
1616561184.854	1.615	1143.90
1616561189.852	1.607	1144.76
1616561194.850	1.614	1145.64
1616561199.848	1.607	1146.71
1616561204.854	1.607	1147.79
1616561209.843	1.607	1148.91
1616561214.856	1.615	1150.27
1616561219.838	1.606	1151.00
1616561224.851	1.614	1151.97
1616561229.857	1.615	1152.89
1616561234.847	1.615	1153.67
1616561239.844	1.607	1154.75
1616561244.850	1.607	1155.88
1616561249.840	1.606	1156.83
1616561254.846	1.606	1157.85
1616561259.858	1.615	1158.83
1616561264.841	1.607	1159.91
1616561269.854	1.615	1161.21
1616561274.851	1.607	1162.18
1616561279.849	1.615	1162.89
1616561284.846	1.606	1163.87
1616561289.875	1.615	1165.19
1616561294.841	1.607	1166.25
1616561299.847	1.606	1167.29
1616561304.862	1.614	1167.85
1616561309.843	1.606	1168.71
1616561314.857	1.614	1169.88
1616561319.840	1.607	1171.47
1616561324.853	1.615	1172.49
1616561329.850	1.607	1173.54
1616561334.848	1.615	1174.35
1616561339.845	1.607	1175.36
1616561344.850	1.607	1176.44
1616561349.840	1.607	1177.54
1616561354.853	1.615	1178.45
1616561359.865	1.607	1179.30
1616561364.847	1.615	1180.20
1616561369.846	1.607	1181.51
1616561374.852	1.606	1182.65
1616561379.842	1.606	1183.87
1616561384.848	1.607	1184.83
1616561389.854	1.606	1185.65
1616561394.843	1.607	1186.34
1616561399.857	1.614	1187.53
1616561404.839	1.606	1188.73
1616561409.852	1.615	1189.76
1616561414.859	1.614	1190.79
1616561419.848	1.614	1192.22
1616561424.853	1.615	1193.31
1616561429.852	1.607	1194.41
1616561434.841	1.607	1195.30
1616561439.847	1.606	1196.42
1616561444.853	1.607	1197.14
1616561449.842	1.606	1198.07
1616561454.856	1.614	1199.24
1616561459.839	1.607	1200.20
1616561464.852	1.615	1201.64
1616561469.857	1.614	1202.86
1616561474.847	1.615	1203.88
1616561479.854	1.615	1204.77
1616561484.852	1.607	1205.53
1616561489.842	1.607	1206.61
1616561494.848	1.607	1207.66
1616561499.853	1.607	1208.71
1616561504.844	1.607	1209.67
1616561509.850	1.606	1210.83
1616561514.838	1.607	1211.69
1616561519.852	1.615	1213.15
1616561524.857	1.615	1214.09
1616561529.847	1.615	1215.00
1616561534.853	1.614	1215.74
1616561539.850	1.607	1216.84
1616561544.840	1.607	1217.87
1616561549.845	1.607	1218.91
1616561554.852	1.606	1219.99
1616561559.842	1.607	1220.87
1616561564.856	1.614	1221.77
1616561569.861	1.614	1223.31
1616561574.851	1.615	1224.45
1616561579.848	1.606	1225.55
1616561584.853	1.607	1226.52
1616561589.843	1.606	1227.20
1616561594.848	1.607	1228.16
1616561599.862	1.615	1229.14
1616561604.843	1.606	1230.35
1616561609.857	1.615	1231.40
1616561614.847	1.615	1232.50
1616561619.852	1.615	1233.82
1616561624.851	1.607	1234.75
1616561629.848	1.615	1235.77
1616561634.846	1.606	1236.85
1616561639.852	1.607	1237.96
1616561644.841	1.607	1238.82
1616561649.847	1.607	1239.76
1616561654.861	1.615	1240.63
1616561659.850	1.614	1241.94
1616561664.855	1.615	1242.88
1616561669.853	1.607	1244.33
1616561674.842	1.607	1245.31
1616561679.847	1.607	1246.30
1616561684.861	1.614	1247.37
1616561689.843	1.606	1248.45
1616561694.856	1.615	1249.31
1616561699.838	1.606	1250.52
1616561704.852	1.615	1251.31
1616561709.857	1.615	1252.50
1616561714.846	1.615	1254.06
1616561719.844	1.607	1255.03
1616561724.874	1.615	1256.05
1616561729.840	1.607	1256.91
1616561734.845	1.606	1257.96
1616561739.866	1.607	1258.92
1616561744.842	1.607	1260.05
1616561749.856	1.614	1261.24
1616561754.838	1.607	1262.09
1616561759.852	1.615	1263.05
1616561764.857	1.615	1263.92
1616561769.848	1.614	1265.22
1616561774.845	1.606	1266.47
1616561779.850	1.607	1267.70
1616561784.840	1.607	1268.56
1616561789.845	1.606	1269.59
1616561794.866	1.607	1270.65
1616561799.848	1.615	1271.66
1616561804.854	1.615	1272.58
1616561809.851	1.607	1273.82
1616561814.848	1.615	1274.85
1616561819.846	1.606	1276.16
1616561824.851	1.607	1277.16
1616561829.841	1.607	1278.26
1616561834.853	1.615	1279.29
1616561839.850	1.607	1280.25
1616561844.848	1.615	1281.24
1616561849.847	1.607	1282.22
1616561854.853	1.607	1283.26
1616561859.843	1.606	1284.54
1616561864.848	1.607	1285.51
1616561869.861	1.614	1286.74
1616561874.843	1.607	1287.73
1616561879.856	1.615	1288.52
1616561884.846	1.615	1289.69
1616561889.852	1.615	1290.83
1616561894.849	1.606	1291.98
1616561899.848	1.615	1292.81
1616561904.845	1.607	1293.75
1616561909.851	1.607	1294.86
1616561914.840	1.607	1296.08
1616561919.853	1.614	1297.25
1616561924.859	1.615	1298.34
1616561929.848	1.615	1299.32
1616561934.855	1.615	1300.10
1616561939.852	1.606	1301.30
1616561944.841	1.607	1302.52
1616561949.847	1.607	1303.69
1616561954.853	1.607	1304.62
1616561959.842	1.607	1305.41
1616561964.850	1.607	1306.79
1616561969.840	1.607	1307.68
1616561974.845	1.606	1308.88
1616561979.867	1.607	1310.13
1616561984.841	1.607	1311.18
1616561989.855	1.615	1312.01
1616561994.853	1.607	1312.91
1616561999.850	1.615	1314.01
1616562004.849	1.607	1314.97
1616562009.838	1.607	1316.22
1616562014.844	1.607	1317.65
1616562019.849	1.607	1318.73
1616562024.838	1.607	1319.71
1616562029.852	1.615	1320.61
1616562034.857	1.615	1321.85
1616562039.847	1.614	1322.94
1616562044.844	1.607	1323.95
1616562049.873	1.615	1324.71
1616562054.839	1.606	1325.60
1616562059.844	1.606	1326.61
1616562064.858	1.615	1328.06
1616562069.839	1.607	1329.16
1616562074.853	1.615	1330.02
1616562079.851	1.607	1331.08
1616562084.848	1.615	1332.00
1616562089.846	1.607	1332.64
1616562094.851	1.607	1333.81
1616562099.841	1.607	1334.96
1616562104.847	1.607	1336.07
1616562109.860	1.615	1337.00
1616562114.849	1.615	1338.30
1616562119.846	1.607	1339.51
1616562124.852	1.606	1340.64
1616562129.841	1.606	1341.65
1616562134.847	1.606	1342.57
1616562139.860	1.615	1343.42
1616562144.842	1.606	1344.52
1616562149.855	1.614	1345.61
1616562154.852	1.607	1346.69
1616562159.850	1.615	1348.12
1616562164.848	1.607	1349.26
1616562169.853	1.607	1349.94
1616562174.842	1.607	1350.92
1616562179.856	1.615	1351.94
1616562184.838	1.607	1353.20
1616562189.845	1.607	1354.30
1616562194.866	1.607	1355.37
1616562199.849	1.615	1356.29
1616562204.855	1.615	1357.18
1616562209.853	1.607	1358.17
1616562214.851	1.615	1359.74
1616562219.849	1.607	1360.93
1616562224.846	1.614	1361.76
1616562229.844	1.607	1362.81
1616562234.850	1.606	1363.58
1616562239.839	1.607	1364.64
1616562244.846	1.607	1365.64
1616562249.859	1.615	1366.56
1616562254.841	1.607	1367.38
1616562259.855	1.615	1369.09
1616562264.852	1.607	1370.40
1616562269.850	1.614	1371.51
1616562274.858	1.615	1372.24
1616562279.848	1.615	1373.42
1616562284.854	1.615	1374.55
1616562289.852	1.606	1375.45
1616562294.850	1.615	1376.45
1616562299.848	1.607	1377.13
1616562304.853	1.607	1378.21
1616562309.843	1.606	1379.57
1616562314.848	1.607	1380.82
1616562319.862	1.615	1381.74
1616562324.844	1.606	1382.94
1616562329.857	1.615	1384.19
1616562334.847	1.615	1385.02
1616562339.854	1.615	1385.77
1616562344.851	1.607	1386.95
1616562349.849	1.615	1388.19
1616562354.846	1.607	1388.95
1616562359.853	1.607	1390.37
1616562364.844	1.607	1391.46
1616562369.850	1.607	1392.58
1616562374.839	1.607	1393.36
1616562379.845	1.607	1394.37
1616562384.859	1.614	1395.36
1616562389.847	1.615	1396.50
1616562394.853	1.615	1397.60
1616562399.852	1.607	1398.63
1616562404.850	1.614	1399.54
1616562409.846	1.607	1400.76
1616562414.853	1.607	1401.97
1616562419.842	1.607	1403.13
1616562424.849	1.606	1404.15
1616562429.862	1.615	1405.06
1616562434.846	1.607	1406.23
