time (unix)	dt (s)	room (°C)	stage (°C)
1616552950.869	2.620	26.5367	25.4547
1616552960.870	2.620	26.5454	25.4563
1616552970.869	2.620	26.5467	25.4620
1616552980.882	2.620	26.5433	25.4567
1616552990.872	2.621	26.5467	25.4560
1616553000.872	2.615	26.5491	25.4524
1616553010.870	2.620	26.5399	25.4508
1616553020.874	2.615	26.5445	25.4527
1616553030.881	2.620	26.5479	25.4520
1616553040.870	2.620	26.5533	25.4496
1616553050.881	2.620	26.5652	25.4507
1616553060.870	2.620	26.5585	25.4517
1616553070.876	2.615	26.5602	25.4557
1616553080.874	2.615	26.5700	25.4535
1616553090.882	2.620	26.5703	25.4544
1616553100.871	2.621	26.5657	25.4526
1616553110.874	2.615	26.5610	25.4524
1616553120.870	2.620	26.5551	25.4524
1616553130.869	2.620	26.5594	25.4576
1616553140.881	2.620	26.5529	25.4564
1616553150.871	2.620	26.5527	25.4535
1616553160.874	2.615	26.5497	25.4523
1616553170.870	2.620	26.5497	25.4565
1616553180.875	2.615	26.5562	25.4632
1616553190.875	2.615	26.5545	25.4576
1616553200.875	2.615	26.5558	25.4549
1616553210.875	2.615	26.5579	25.4553
1616553220.876	2.615	26.5482	25.4539
1616553230.874	2.615	26.5471	25.4539
1616553240.882	2.620	26.5516	25.4514
1616553250.870	2.620	26.5509	25.4512
1616553260.874	2.615	26.5596	25.4524
1616553270.870	2.620	26.5495	25.4594
1616553280.875	2.615	26.5420	25.4542
1616553290.882	2.621	26.5456	25.4530
1616553300.869	2.620	26.5440	25.4528
1616553310.881	2.620	26.5406	25.4534
1616553320.870	2.620	26.5405	25.4515
1616553330.874	2.615	26.5454	25.4517
1616553340.870	2.620	26.5460	25.4514
1616553350.881	2.620	26.5428	25.4494
1616553360.870	2.620	26.5491	25.4512
1616553370.875	2.615	26.5555	25.4498
1616553380.881	2.620	26.5572	25.4496
1616553390.870	2.620	26.5557	25.4500
1616553400.869	2.620	26.5640	25.4555
1616553410.881	2.620	26.5619	25.4526
1616553420.870	2.620	26.5494	25.4509
1616553430.875	2.615	26.5442	25.4503
1616553440.875	2.615	26.5439	25.4488
1616553450.875	2.615	26.5249	25.4486
1616553460.874	2.615	26.5234	25.4515
1616553470.870	2.620	26.5206	25.4499
1616553480.875	2.615	26.5172	25.4535
1616553490.875	2.615	26.5155	25.4531
1616553500.875	2.615	26.5273	25.4525
1616553510.875	2.615	26.5274	25.4565
1616553520.881	2.620	26.5263	25.4611
1616553530.871	2.621	26.5178	25.4567
1616553540.872	2.615	26.5161	25.4566
1616553550.870	2.620	26.5221	25.4530
1616553560.870	2.620	26.5317	25.4503
1616553570.874	2.615	26.5401	25.4533
1616553580.870	2.620	26.5464	25.4526
1616553590.875	2.615	26.5369	25.4599
1616553600.875	2.615	26.5398	25.4582
1616553610.874	2.615	26.5382	25.4618
1616553620.870	2.620	26.5449	25.4600
1616553630.869	2.620	26.5617	25.4559
1616553640.881	2.620	26.5647	25.4535
1616553650.869	2.620	26.5729	25.4533
1616553660.883	2.620	26.5740	25.4495
1616553670.870	2.620	26.5639	25.4496
1616553680.874	2.615	26.5541	25.4518
1616553690.870	2.620	26.5428	25.4551
1616553700.883	2.622	26.5394	25.4539
1616553710.872	2.620	26.5364	25.4623
1616553720.873	2.615	26.5323	25.4565
1616553730.870	2.620	26.5396	25.4556
1616553740.881	2.620	26.5453	25.4534
1616553750.869	2.620	26.5562	25.4524
1616553760.875	2.615	26.5618	25.4537
1616553770.876	2.615	26.5612	25.4514
1616553780.875	2.615	26.5670	25.4510
1616553790.875	2.615	26.5688	25.4511
1616553800.875	2.615	26.5715	25.4489
1616553810.874	2.615	26.5703	25.4598
1616553820.882	2.620	26.5651	25.4597
1616553830.871	2.620	26.5730	25.4663
1616553840.874	2.615	26.5797	25.4684
1616553850.869	2.620	26.5796	25.4618
1616553860.871	2.621	26.5793	25.4593
1616553870.872	2.615	26.5727	25.4586
1616553880.870	2.620	26.5574	25.4552
1616553890.881	2.621	26.5645	25.4538
1616553900.870	2.620	26.5638	25.4564
1616553910.870	2.620	26.5652	25.4541
1616553920.875	2.615	26.5742	25.4566
1616553930.875	2.615	26.5794	25.4542
1616553940.875	2.615	26.5734	25.4527
1616553950.882	2.621	26.5660	25.4515
1616553960.871	2.620	26.5573	25.4510
1616553970.873	2.615	26.5482	25.4532
1616553980.870	2.620	26.5547	25.4516
1616553990.875	2.615	26.5591	25.4501
1616554000.880	2.620	26.5581	25.4497
1616554010.870	2.620	26.5509	25.4505
1616554020.875	2.615	26.5310	25.4503
1616554030.875	2.615	26.5222	25.4518
1616554040.881	2.620	26.5231	25.4497
1616554050.867	2.617	26.5254	25.4520
1616554060.870	2.620	26.5283	25.4535
1616554070.875	2.615	26.5358	25.4545
1616554080.882	2.620	26.5315	25.4552
1616554090.870	2.620	26.5160	25.4616
1616554100.876	2.615	26.5121	25.4592
1616554110.875	2.615	26.5137	25.4599
1616554120.870	2.620	26.5232	25.4568
1616554130.871	2.620	26.5291	25.4618
1616554140.874	2.615	26.5218	25.4651
1616554150.871	2.620	26.5200	25.4627
1616554160.873	2.615	26.5154	25.4574
1616554170.869	2.620	26.5111	25.4533
1616554180.870	2.620	26.5170	25.4497
1616554190.875	2.615	26.5224	25.4515
1616554200.876	2.615	26.5295	25.4503
1616554210.875	2.615	26.5273	25.4502
1616554220.876	2.615	26.5342	25.4509
1616554230.874	2.615	26.5446	25.4504
1616554240.870	2.620	26.5401	25.4527
1616554250.875	2.615	26.5472	25.4571
1616554260.869	2.620	26.5466	25.4564
1616554270.870	2.620	26.5445	25.4551
1616554280.869	2.620	26.5519	25.4543
1616554290.881	2.620	26.5505	25.4606
1616554300.871	2.620	26.5500	25.4578
1616554310.873	2.615	26.5469	25.4555
1616554320.870	2.620	26.5472	25.4530
1616554330.875	2.615	26.5399	25.4511
1616554340.876	2.615	26.5385	25.4483
1616554350.874	2.615	26.5267	25.4497
1616554360.869	2.620	26.5240	25.4500
1616554370.875	2.615	26.5238	25.4502
1616554380.875	2.615	26.5368	25.4516
1616554390.870	2.620	26.5406	25.4499
1616554400.874	2.615	26.5440	25.4611
1616554410.870	2.620	26.5550	25.4602
1616554420.875	2.615	26.5535	25.4650
1616554430.875	2.615	26.5507	25.4572
1616554440.880	2.620	26.5595	25.4526
1616554450.870	2.620	26.5553	25.4514
1616554460.875	2.615	26.5474	25.4533
1616554470.869	2.620	26.5338	25.4621
1616554480.870	2.620	26.5201	25.4631
1616554490.881	2.620	26.5246	25.4576
1616554500.871	2.620	26.5187	25.4559
1616554510.874	2.615	26.5105	25.4584
1616554520.881	2.620	26.5014	25.4547
1616554530.871	2.621	26.5017	25.4611
1616554540.874	2.615	26.5074	25.4578
1616554550.870	2.620	26.5160	25.4630
1616554560.874	2.615	26.5309	25.4584
1616554570.870	2.620	26.5396	25.4545
1616554580.874	2.615	26.5449	25.4537
1616554590.882	2.620	26.5474	25.4517
1616554600.870	2.620	26.5457	25.4576
1616554610.875	2.615	26.5332	25.4544
1616554620.870	2.620	26.5295	25.4534
1616554630.875	2.615	26.5283	25.4523
1616554640.876	2.615	26.5055	25.4480
1616554650.875	2.615	26.5013	25.4477
1616554660.869	2.620	26.5062	25.4519
1616554670.870	2.620	26.5167	25.4516
1616554680.875	2.615	26.5270	25.4571
1616554690.876	2.615	26.5287	25.4539
1616554700.875	2.615	26.5302	25.4506
1616554710.875	2.615	26.5340	25.4534
1616554720.875	2.615	26.5287	25.4518
1616554730.876	2.615	26.5157	25.4503
1616554740.875	2.615	26.5165	25.4501
1616554750.876	2.615	26.5172	25.4495
1616554760.875	2.615	26.5214	25.4528
1616554770.875	2.615	26.5216	25.4597
1616554780.875	2.615	26.5290	25.4632
1616554790.874	2.615	26.5345	25.4596
1616554800.882	2.620	26.5273	25.4546
1616554810.871	2.620	26.5249	25.4522
1616554820.876	2.615	26.5267	25.4486
1616554830.874	2.615	26.5310	25.4495
1616554840.870	2.620	26.5417	25.4576
1616554850.883	2.620	26.5376	25.4558
1616554860.870	2.620	26.5358	25.4533
1616554870.871	2.620	26.5266	25.4597
1616554880.873	2.615	26.5248	25.4553
1616554890.870	2.620	26.5163	25.4514
1616554900.875	2.615	26.5169	25.4506
1616554910.875	2.615	26.5177	25.4508
1616554920.882	2.620	26.5119	25.4473
1616554930.870	2.620	26.5087	25.4470
1616554940.873	2.615	26.5239	25.4467
1616554950.870	2.620	26.5324	25.4480
1616554960.880	2.620	26.5402	25.4483
1616554970.870	2.620	26.5306	25.4491
1616554980.870	2.620	26.5223	25.4502
1616554990.876	2.615	26.5186	25.4504
1616555000.874	2.615	26.5200	25.4516
1616555010.876	2.615	26.5152	25.4502
1616555020.875	2.615	26.5127	25.4490
1616555030.881	2.620	26.5159	25.4520
1616555040.870	2.620	26.5145	25.4518
1616555050.875	2.615	26.5014	25.4539
1616555060.875	2.615	26.5057	25.4543
1616555070.876	2.615	26.5248	25.4535
1616555080.875	2.615	26.5279	25.4531
1616555090.875	2.615	26.5251	25.4521
1616555100.874	2.615	26.5149	25.4596
1616555110.875	2.615	26.5057	25.4571
1616555120.869	2.620	26.5147	25.4547
1616555130.870	2.620	26.5094	25.4554
1616555140.875	2.615	26.5170	25.4550
1616555150.874	2.615	26.5201	25.4547
1616555160.875	2.615	26.5127	25.4591
1616555170.874	2.615	26.5205	25.4579
1616555180.870	2.620	26.5294	25.4539
1616555190.875	2.615	26.5268	25.4513
1616555200.876	2.615	26.5306	25.4510
1616555210.880	2.620	26.5352	25.4511
1616555220.870	2.620	26.5371	25.4553
1616555230.875	2.615	26.5420	25.4561
1616555240.874	2.615	26.5443	25.4532
1616555250.870	2.620	26.5437	25.4519
1616555260.876	2.615	26.5432	25.4510
1616555270.873	2.615	26.5398	25.4517
1616555280.870	2.620	26.5353	25.4505
1616555290.875	2.615	26.5380	25.4489
1616555300.870	2.620	26.5317	25.4502
1616555310.869	2.620	26.5244	25.4580
1616555320.870	2.620	26.5169	25.4574
1616555330.875	2.615	26.5144	25.4559
1616555340.874	2.615	26.5115	25.4552
1616555350.870	2.620	26.5185	25.4527
1616555360.874	2.615	26.5089	25.4529
1616555370.869	2.620	26.5128	25.4528
1616555380.872	2.621	26.5099	25.4545
1616555390.873	2.615	26.5102	25.4613
1616555400.869	2.620	26.5082	25.4590
1616555410.881	2.620	26.5044	25.4563
1616555420.870	2.620	26.4922	25.4550
1616555430.869	2.620	26.4963	25.4535
1616555440.869	2.620	26.5023	25.4538
1616555450.870	2.620	26.5053	25.4537
1616555460.874	2.615	26.5104	25.4509
1616555470.870	2.620	26.5028	25.4529
1616555480.876	2.616	26.5029	25.4547
1616555490.874	2.615	26.5108	25.4529
1616555500.881	2.620	26.5177	25.4521
1616555510.873	2.622	26.5139	25.4525
1616555520.871	2.615	26.5096	25.4529
1616555530.870	2.620	26.5129	25.4596
1616555540.870	2.620	26.5190	25.4590
1616555550.874	2.615	26.5091	25.4563
1616555560.882	2.620	26.5019	25.4550
1616555570.870	2.620	26.4944	25.4552
1616555580.875	2.615	26.5031	25.4546
1616555590.875	2.615	26.5116	25.4558
1616555600.874	2.615	26.5066	25.4560
1616555610.882	2.620	26.4996	25.4611
1616555620.871	2.621	26.5044	25.4595
1616555630.874	2.615	26.5029	25.4577
1616555640.870	2.620	26.5025	25.4591
1616555650.869	2.620	26.5008	25.4553
1616555660.869	2.620	26.4987	25.4525
1616555670.870	2.620	26.4949	25.4539
1616555680.870	2.620	26.4961	25.4543
1616555690.869	2.620	26.5007	25.4536
1616555700.870	2.620	26.5007	25.4540
1616555710.875	2.615	26.5038	25.4529
1616555720.876	2.615	26.5063	25.4544
1616555730.875	2.615	26.5015	25.4525
1616555740.872	2.621	26.5029	25.4556
1616555750.873	2.615	26.4995	25.4588
1616555760.872	2.621	26.5066	25.4562
1616555770.874	2.615	26.5158	25.4546
1616555780.869	2.620	26.5140	25.4529
1616555790.870	2.620	26.4980	25.4614
1616555800.875	2.615	26.5000	25.4625
1616555810.870	2.620	26.4994	25.4598
1616555820.875	2.615	26.5025	25.4559
1616555830.869	2.620	26.4974	25.4536
1616555840.881	2.620	26.5057	25.4519
1616555850.872	2.621	26.5032	25.4521
1616555860.871	2.615	26.5039	25.4515
1616555870.870	2.620	26.5068	25.4507
1616555880.875	2.615	26.5075	25.4527
1616555890.874	2.615	26.5099	25.4514
1616555900.869	2.620	26.5109	25.4509
1616555910.870	2.620	26.5011	25.4499
1616555920.870	2.620	26.5021	25.4515
1616555930.874	2.615	26.5170	25.4515
1616555940.869	2.620	26.5195	25.4521
1616555950.870	2.620	26.5200	25.4527
1616555960.876	2.615	26.5210	25.4530
1616555970.876	2.615	26.5183	25.4533
1616555980.874	2.616	26.5046	25.4532
1616555990.875	2.615	26.4896	25.4513
1616556000.875	2.615	26.4935	25.4511
1616556010.874	2.615	26.5020	25.4521
1616556020.870	2.620	26.5177	25.4511
1616556030.875	2.615	26.5233	25.4509
1616556040.875	2.615	26.5264	25.4514
1616556050.876	2.615	26.5237	25.4523
1616556060.873	2.615	26.5202	25.4514
1616556070.870	2.620	26.5206	25.4576
1616556080.874	2.615	26.5264	25.4562
1616556090.875	2.615	26.5299	25.4537
1616556100.873	2.613	26.5327	25.4526
1616556110.871	2.621	26.5365	25.4513
1616556120.874	2.615	26.5399	25.4523
1616556130.881	2.620	26.5452	25.4512
1616556140.870	2.620	26.5486	25.4499
1616556150.874	2.615	26.5409	25.4497
1616556160.875	2.615	26.5351	25.4493
1616556170.874	2.615	26.5321	25.4522
1616556180.881	2.620	26.5313	25.4533
1616556190.870	2.620	26.5337	25.4534
1616556200.874	2.615	26.5300	25.4530
1616556210.873	2.622	26.5191	25.4589
1616556220.871	2.615	26.5151	25.4644
1616556230.870	2.620	26.5083	25.4603
1616556240.881	2.620	26.5075	25.4564
1616556250.871	2.620	26.5212	25.4533
1616556260.874	2.615	26.5344	25.4531
1616556270.876	2.615	26.5380	25.4553
1616556280.873	2.615	26.5342	25.4554
1616556290.870	2.620	26.5234	25.4533
1616556300.875	2.615	26.5151	25.4521
1616556310.876	2.615	26.5038	25.4494
1616556320.873	2.615	26.5083	25.4503
1616556330.872	2.621	26.5096	25.4522
1616556340.872	2.615	26.5137	25.4504
1616556350.871	2.620	26.5230	25.4510
1616556360.872	2.615	26.5096	25.4503
1616556370.870	2.620	26.4905	25.4552
1616556380.876	2.615	26.4833	25.4544
1616556390.875	2.615	26.4883	25.4600
1616556400.875	2.615	26.5024	25.4628
1616556410.874	2.615	26.5016	25.4648
1616556420.875	2.615	26.5065	25.4611
1616556430.882	2.621	26.5052	25.4580
1616556440.870	2.620	26.4995	25.4544
1616556450.876	2.615	26.5013	25.4529
1616556460.874	2.615	26.5085	25.4523
1616556470.883	2.621	26.5008	25.4495
1616556480.882	2.629	26.4992	25.4570
1616556490.873	2.615	26.5007	25.4552
1616556500.874	2.620	26.5105	25.4514
1616556510.876	2.615	26.5164	25.4491
1616556520.873	2.615	26.5100	25.4477
1616556530.871	2.620	26.5049	25.4476
1616556540.876	2.616	26.4970	25.4475
1616556550.874	2.615	26.4897	25.4482
1616556560.882	2.620	26.4879	25.4491
1616556570.870	2.620	26.5000	25.4559
1616556580.875	2.615	26.4996	25.4534
1616556590.875	2.615	26.5060	25.4507
1616556600.875	2.615	26.4961	25.4555
1616556610.875	2.615	26.4884	25.4562
1616556620.881	2.620	26.4809	25.4552
1616556630.870	2.620	26.4919	25.4533
1616556640.875	2.615	26.4891	25.4505
1616556650.874	2.615	26.4717	25.4499
1616556660.870	2.619	26.4637	25.4523
1616556670.874	2.615	26.4605	25.4575
1616556680.882	2.620	26.4679	25.4562
1616556690.870	2.620	26.4729	25.4533
1616556700.874	2.615	26.4823	25.4503
1616556710.881	2.621	26.4790	25.4561
1616556720.869	2.620	26.4703	25.4560
1616556730.882	2.620	26.4590	25.4530
1616556740.871	2.620	26.4580	25.4521
1616556750.876	2.615	26.4728	25.4501
1616556760.874	2.615	26.4889	25.4503
1616556770.875	2.616	26.4783	25.4489
1616556780.881	2.621	26.4803	25.4491
1616556790.870	2.620	26.4874	25.4478
1616556800.873	2.615	26.5000	25.4473
1616556810.870	2.620	26.5086	25.4536
1616556820.874	2.615	26.5224	25.4546
1616556830.875	2.615	26.5315	25.4519
1616556840.874	2.615	26.5325	25.4498
1616556850.876	2.615	26.5253	25.4565
1616556860.875	2.615	26.5167	25.4597
1616556870.877	2.615	26.5044	25.4562
1616556880.874	2.615	26.4993	25.4538
1616556890.881	2.620	26.4909	25.4503
1616556900.870	2.620	26.4897	25.4480
1616556910.875	2.615	26.4991	25.4486
1616556920.874	2.615	26.5046	25.4515
1616556930.870	2.620	26.5019	25.4490
1616556940.875	2.615	26.5112	25.4480
1616556950.882	2.620	26.5147	25.4483
1616556960.870	2.620	26.5127	25.4490
1616556970.875	2.615	26.5092	25.4504
1616556980.874	2.615	26.5068	25.4463
1616556990.869	2.620	26.5074	25.4487
1616557000.876	2.616	26.5108	25.4491
1616557010.873	2.615	26.5139	25.4473
1616557020.870	2.621	26.5091	25.4479
1616557030.875	2.615	26.5087	25.4462
1616557040.893	2.629	26.5091	25.4477
1616557050.874	2.615	26.5101	25.4533
1616557060.872	2.621	26.4991	25.4617
1616557070.872	2.615	26.4887	25.4604
1616557080.872	2.621	26.5002	25.4550
1616557090.874	2.615	26.5041	25.4548
1616557100.876	2.615	26.5040	25.4543
1616557110.874	2.615	26.5103	25.4541
1616557120.869	2.620	26.5064	25.4545
1616557130.874	2.615	26.4994	25.4520
1616557140.876	2.616	26.4985	25.4518
1616557150.874	2.615	26.4935	25.4553
1616557160.870	2.620	26.4883	25.4558
1616557170.881	2.620	26.4894	25.4536
1616557180.872	2.622	26.4887	25.4543
1616557190.874	2.616	26.4887	25.4521
1616557200.876	2.616	26.4914	25.4499
1616557210.872	2.615	26.4894	25.4483
1616557220.871	2.620	26.5009	25.4505
1616557230.876	2.615	26.5051	25.4490
1616557240.872	2.615	26.5009	25.4490
1616557250.870	2.620	26.4974	25.4482
1616557260.876	2.615	26.4998	25.4492
1616557270.874	2.615	26.5029	25.4502
1616557280.870	2.620	26.5038	25.4494
1616557290.875	2.615	26.4976	25.4474
1616557300.874	2.615	26.5017	25.4488
1616557310.875	2.615	26.4988	25.4491
1616557320.875	2.615	26.4919	25.4478
1616557330.875	2.615	26.4912	25.4494
1616557340.876	2.615	26.4859	25.4483
1616557350.881	2.620	26.4925	25.4505
1616557360.871	2.620	26.5024	25.4505
1616557370.874	2.615	26.5067	25.4536
1616557380.869	2.620	26.5103	25.4544
1616557390.875	2.615	26.5061	25.4534
1616557400.875	2.615	26.5030	25.4564
1616557410.875	2.615	26.5064	25.4585
1616557420.870	2.620	26.5197	25.4563
1616557430.870	2.620	26.5193	25.4522
1616557440.876	2.615	26.5159	25.4583
1616557450.874	2.615	26.5157	25.4605
1616557460.870	2.620	26.5232	25.4567
1616557470.876	2.615	26.5302	25.4565
1616557480.875	2.615	26.5224	25.4554
1616557490.875	2.615	26.5078	25.4528
1616557500.876	2.615	26.5082	25.4536
1616557510.873	2.615	26.5091	25.4529
1616557520.870	2.620	26.5042	25.4478
1616557530.875	2.615	26.4989	25.4516
1616557540.875	2.615	26.4928	25.4550
1616557550.876	2.615	26.4829	25.4536
1616557560.874	2.615	26.4849	25.4513
1616557570.869	2.620	26.4851	25.4499
1616557580.869	2.620	26.4852	25.4518
1616557590.870	2.620	26.4946	25.4502
1616557600.876	2.615	26.5096	25.4555
1616557610.874	2.615	26.5138	25.4568
1616557620.870	2.620	26.5157	25.4541
1616557630.881	2.620	26.5200	25.4520
1616557640.870	2.620	26.5033	25.4511
1616557650.875	2.615	26.5048	25.4519
1616557660.881	2.620	26.5131	25.4522
1616557670.872	2.621	26.5149	25.4516
1616557680.873	2.615	26.5072	25.4494
1616557690.869	2.620	26.5191	25.4500
1616557700.875	2.615	26.5279	25.4491
1616557710.876	2.615	26.5339	25.4485
1616557720.873	2.615	26.5280	25.4492
1616557730.870	2.619	26.5213	25.4486
1616557740.874	2.615	26.5223	25.4493
1616557750.875	2.615	26.5127	25.4496
1616557760.870	2.620	26.5113	25.4511
1616557770.875	2.615	26.5006	25.4579
1616557780.874	2.615	26.4996	25.4571
1616557790.871	2.620	26.4968	25.4531
1616557800.881	2.620	26.4874	25.4514
1616557810.871	2.620	26.4865	25.4501
1616557820.873	2.615	26.4913	25.4516
1616557830.881	2.620	26.5058	25.4523
1616557840.870	2.620	26.5092	25.4505
1616557850.873	2.615	26.4879	25.4509
1616557860.870	2.620	26.4824	25.4509
1616557870.874	2.615	26.4902	25.4516
1616557880.870	2.620	26.4907	25.4478
1616557890.875	2.615	26.4933	25.4514
1616557900.871	2.621	26.4995	25.4526
1616557910.873	2.615	26.5065	25.4516
1616557920.870	2.620	26.5040	25.4507
1616557930.875	2.615	26.5042	25.4548
1616557940.870	2.620	26.5021	25.4521
1616557950.875	2.615	26.4959	25.4535
1616557960.874	2.615	26.4977	25.4512
1616557970.871	2.619	26.4974	25.4528
1616557980.875	2.615	26.4848	25.4557
1616557990.875	2.615	26.4766	25.4584
1616558000.874	2.615	26.4760	25.4577
1616558010.870	2.620	26.4812	25.4548
1616558020.869	2.620	26.4868	25.4533
1616558030.882	2.620	26.4882	25.4521
1616558040.870	2.620	26.4935	25.4547
1616558050.881	2.620	26.4986	25.4560
1616558060.871	2.620	26.4953	25.4517
1616558070.874	2.615	26.4946	25.4500
1616558080.871	2.620	26.4964	25.4534
1616558090.873	2.615	26.4938	25.4583
1616558100.870	2.620	26.4883	25.4546
1616558110.881	2.620	26.4899	25.4502
1616558120.870	2.620	26.4936	25.4478
1616558130.870	2.620	26.4984	25.4518
1616558140.869	2.620	26.5129	25.4564
1616558150.875	2.615	26.5103	25.4508
1616558160.875	2.615	26.5127	25.4517
1616558170.875	2.615	26.5117	25.4503
1616558180.875	2.615	26.5092	25.4503
1616558190.875	2.615	26.4985	25.4533
1616558200.876	2.615	26.4917	25.4549
1616558210.873	2.615	26.4935	25.4530
1616558220.870	2.620	26.4971	25.4514
1616558230.874	2.615	26.5092	25.4505
1616558240.870	2.620	26.5117	25.4507
1616558250.876	2.615	26.5182	25.4506
1616558260.875	2.615	26.5290	25.4477
1616558270.870	2.620	26.5183	25.4462
1616558280.881	2.620	26.5102	25.4450
1616558290.871	2.620	26.4908	25.4441
1616558300.872	2.615	26.4870	25.4483
1616558310.870	2.620	26.4881	25.4496
1616558320.875	2.615	26.4840	25.4473
1616558330.874	2.615	26.4893	25.4459
1616558340.870	2.620	26.4898	25.4471
1616558350.875	2.615	26.4898	25.4486
1616558360.869	2.620	26.4944	25.4458
1616558370.882	2.620	26.4917	25.4449
1616558380.872	2.620	26.4833	25.4461
1616558390.873	2.615	26.4794	25.4471
1616558400.870	2.620	26.4914	25.4465
1616558410.875	2.615	26.4869	25.4453
1616558420.874	2.615	26.4918	25.4480
1616558430.881	2.620	26.4996	25.4469
1616558440.870	2.620	26.5013	25.4497
1616558450.873	2.622	26.4930	25.4528
1616558460.874	2.615	26.4853	25.4549
