time (unix)	dt (s)	room (°C)	stage (°C)
1616546300.870	2.620	26.5425	25.4212
1616546310.873	2.615	26.5418	25.4197
1616546320.881	2.620	26.5364	25.4203
1616546330.870	2.620	26.5345	25.4196
1616546340.875	2.615	26.5379	25.4210
1616546350.874	2.615	26.5389	25.4241
1616546360.874	2.615	26.5426	25.4234
1616546370.869	2.620	26.5332	25.4222
1616546380.874	2.615	26.5338	25.4223
1616546390.875	2.615	26.5420	25.4238
1616546400.875	2.615	26.5485	25.4252
1616546410.874	2.615	26.5563	25.4286
1616546420.870	2.620	26.5623	25.4250
1616546430.875	2.615	26.5596	25.4251
1616546440.876	2.615	26.5646	25.4217
1616546450.875	2.615	26.5705	25.4217
1616546460.876	2.615	26.5681	25.4253
1616546470.875	2.615	26.5681	25.4334
1616546480.870	2.620	26.5618	25.4299
1616546490.875	2.615	26.5579	25.4288
1616546500.874	2.615	26.5450	25.4318
1616546510.870	2.620	26.5475	25.4265
1616546520.870	2.620	26.5576	25.4262
1616546530.870	2.620	26.5541	25.4233
1616546540.881	2.620	26.5560	25.4225
1616546550.870	2.620	26.5567	25.4211
1616546560.869	2.620	26.5602	25.4183
1616546570.881	2.620	26.5681	25.4158
1616546580.870	2.620	26.5644	25.4178
1616546590.880	2.620	26.5672	25.4190
1616546600.871	2.620	26.5691	25.4218
1616546610.875	2.615	26.5709	25.4219
1616546620.870	2.620	26.5775	25.4213
1616546630.875	2.615	26.5773	25.4246
1616546640.875	2.615	26.5696	25.4315
1616546650.875	2.615	26.5711	25.4274
1616546660.875	2.615	26.5785	25.4264
1616546670.875	2.615	26.5898	25.4224
1616546680.875	2.615	26.5926	25.4226
1616546690.876	2.615	26.5959	25.4317
1616546700.875	2.615	26.5815	25.4299
1616546710.870	2.620	26.5706	25.4278
1616546720.875	2.615	26.5756	25.4284
1616546730.881	2.620	26.5688	25.4332
1616546740.870	2.620	26.5710	25.4365
1616546750.881	2.620	26.5639	25.4303
1616546760.871	2.620	26.5636	25.4281
1616546770.875	2.615	26.5542	25.4331
1616546780.875	2.615	26.5580	25.4349
1616546790.873	2.615	26.5524	25.4290
1616546800.870	2.620	26.5465	25.4282
1616546810.876	2.615	26.5418	25.4255
1616546820.881	2.620	26.5450	25.4320
1616546830.870	2.620	26.5523	25.4282
1616546840.874	2.615	26.5736	25.4256
1616546850.883	2.621	26.5743	25.4225
1616546860.871	2.621	26.5697	25.4213
1616546870.873	2.615	26.5762	25.4215
1616546880.873	2.621	26.5720	25.4215
1616546890.877	2.615	26.5697	25.4273
1616546900.874	2.615	26.5728	25.4285
1616546910.882	2.620	26.5736	25.4295
1616546920.870	2.620	26.5687	25.4229
1616546930.875	2.615	26.5612	25.4216
1616546940.874	2.615	26.5618	25.4280
1616546950.869	2.620	26.5630	25.4305
1616546960.870	2.620	26.5707	25.4258
1616546970.875	2.614	26.5641	25.4222
1616546980.869	2.620	26.5661	25.4226
1616546990.882	2.620	26.5631	25.4216
1616547000.870	2.620	26.5670	25.4205
1616547010.876	2.615	26.5692	25.4203
1616547020.875	2.616	26.5655	25.4201
1616547030.873	2.615	26.5585	25.4201
1616547040.871	2.620	26.5664	25.4183
1616547050.874	2.615	26.5628	25.4293
1616547060.871	2.620	26.5658	25.4277
1616547070.874	2.615	26.5604	25.4246
1616547080.870	2.620	26.5571	25.4253
1616547090.875	2.616	26.5498	25.4246
1616547100.874	2.614	26.5466	25.4254
1616547110.870	2.620	26.5580	25.4265
1616547120.873	2.615	26.5615	25.4255
1616547130.870	2.620	26.5594	25.4307
1616547140.874	2.615	26.5545	25.4291
1616547150.882	2.621	26.5482	25.4265
1616547160.870	2.620	26.5612	25.4264
1616547170.881	2.620	26.5568	25.4269
1616547180.869	2.620	26.5668	25.4274
1616547190.870	2.620	26.5655	25.4253
1616547200.869	2.620	26.5646	25.4243
1616547210.875	2.615	26.5705	25.4232
1616547220.869	2.620	26.5616	25.4245
1616547230.881	2.620	26.5528	25.4259
1616547240.870	2.620	26.5552	25.4261
1616547250.875	2.615	26.5544	25.4268
1616547260.875	2.615	26.5621	25.4326
1616547270.881	2.620	26.5575	25.4301
1616547280.870	2.620	26.5671	25.4308
1616547290.881	2.620	26.5667	25.4315
1616547300.870	2.620	26.5608	25.4383
1616547310.869	2.620	26.5576	25.4417
1616547320.882	2.620	26.5648	25.4365
1616547330.871	2.620	26.5592	25.4410
1616547340.874	2.615	26.5598	25.4354
1616547350.881	2.620	26.5630	25.4307
1616547360.872	2.621	26.5748	25.4305
1616547370.873	2.615	26.5759	25.4265
1616547380.872	2.621	26.5804	25.4312
1616547390.883	2.621	26.5829	25.4309
1616547400.871	2.620	26.5838	25.4287
1616547410.871	2.615	26.5742	25.4271
1616547420.870	2.620	26.5609	25.4276
1616547430.875	2.615	26.5624	25.4257
1616547440.875	2.615	26.5620	25.4240
1616547450.875	2.615	26.5601	25.4254
1616547460.876	2.615	26.5617	25.4251
1616547470.874	2.615	26.5622	25.4246
1616547480.882	2.620	26.5574	25.4252
1616547490.870	2.620	26.5660	25.4265
1616547500.874	2.615	26.5701	25.4293
1616547510.876	2.615	26.5743	25.4313
1616547520.876	2.615	26.5715	25.4290
1616547530.873	2.615	26.5787	25.4300
1616547540.870	2.620	26.5748	25.4333
1616547550.875	2.615	26.5713	25.4427
1616547560.875	2.615	26.5734	25.4391
1616547570.881	2.620	26.5735	25.4361
1616547580.869	2.620	26.5770	25.4413
1616547590.869	2.620	26.5677	25.4349
1616547600.881	2.620	26.5631	25.4324
1616547610.870	2.620	26.5683	25.4327
1616547620.880	2.620	26.5677	25.4321
1616547630.871	2.620	26.5602	25.4323
1616547640.873	2.615	26.5643	25.4309
1616547650.870	2.620	26.5596	25.4320
1616547660.873	2.615	26.5713	25.4329
1616547670.870	2.620	26.5757	25.4333
1616547680.881	2.620	26.5915	25.4335
1616547690.870	2.620	26.5931	25.4355
1616547700.874	2.615	26.5901	25.4347
1616547710.870	2.620	26.5889	25.4370
1616547720.875	2.615	26.5897	25.4404
1616547730.875	2.615	26.5854	25.4402
1616547740.874	2.615	26.5812	25.4374
1616547750.875	2.615	26.5792	25.4381
1616547760.875	2.615	26.5837	25.4398
1616547770.874	2.615	26.5807	25.4401
1616547780.871	2.621	26.5954	25.4367
1616547790.873	2.615	26.5915	25.4392
1616547800.870	2.620	26.5882	25.4415
1616547810.875	2.615	26.5972	25.4411
1616547820.869	2.620	26.5940	25.4424
1616547830.881	2.620	26.5840	25.4497
1616547840.870	2.620	26.5747	25.4558
1616547850.876	2.615	26.5678	25.4518
1616547860.874	2.615	26.5663	25.4544
1616547870.875	2.615	26.5671	25.4486
1616547880.875	2.615	26.5659	25.4467
1616547890.875	2.615	26.5611	25.4432
1616547900.874	2.615	26.5633	25.4419
1616547910.876	2.615	26.5603	25.4406
1616547920.873	2.615	26.5651	25.4387
1616547930.871	2.621	26.5633	25.4405
1616547940.873	2.615	26.5546	25.4393
1616547950.869	2.620	26.5471	25.4409
1616547960.870	2.620	26.5509	25.4386
1616547970.875	2.615	26.5517	25.4490
1616547980.876	2.615	26.5509	25.4461
1616547990.872	2.615	26.5606	25.4450
1616548000.870	2.620	26.5689	25.4427
1616548010.875	2.616	26.5655	25.4415
1616548020.874	2.615	26.5575	25.4427
1616548030.882	2.620	26.5544	25.4421
1616548040.871	2.620	26.5474	25.4411
1616548050.876	2.615	26.5457	25.4472
1616548060.874	2.615	26.5483	25.4457
1616548070.871	2.620	26.5492	25.4435
1616548080.874	2.615	26.5523	25.4441
1616548090.870	2.620	26.5533	25.4520
1616548100.869	2.620	26.5527	25.4478
1616548110.876	2.615	26.5546	25.4431
1616548120.885	2.624	26.5582	25.4429
1616548130.877	2.615	26.5654	25.4414
1616548140.873	2.615	26.5555	25.4415
1616548150.871	2.620	26.5372	25.4421
1616548160.874	2.615	26.5377	25.4426
1616548170.873	2.615	26.5452	25.4440
1616548180.870	2.620	26.5493	25.4454
1616548190.875	2.615	26.5568	25.4437
1616548200.874	2.615	26.5731	25.4497
1616548210.870	2.620	26.5891	25.4545
1616548220.876	2.615	26.5843	25.4495
1616548230.873	2.615	26.5810	25.4445
1616548240.869	2.620	26.5777	25.4435
1616548250.881	2.620	26.5762	25.4416
1616548260.870	2.620	26.5799	25.4430
1616548270.869	2.620	26.5872	25.4400
1616548280.881	2.620	26.5997	25.4369
1616548290.870	2.620	26.5902	25.4369
1616548300.874	2.615	26.5777	25.4460
1616548310.871	2.620	26.5680	25.4467
1616548320.872	2.615	26.5746	25.4440
1616548330.869	2.620	26.5806	25.4419
1616548340.870	2.620	26.5766	25.4422
1616548350.876	2.615	26.5603	25.4412
1616548360.873	2.615	26.5490	25.4472
1616548370.871	2.620	26.5493	25.4485
1616548380.873	2.615	26.5604	25.4459
1616548390.871	2.620	26.5613	25.4507
1616548400.874	2.615	26.5548	25.4576
1616548410.882	2.620	26.5713	25.4511
1616548420.870	2.620	26.5877	25.4487
1616548430.873	2.615	26.5924	25.4437
1616548440.870	2.620	26.5823	25.4428
1616548450.874	2.615	26.5752	25.4424
1616548460.882	2.620	26.5676	25.4424
1616548470.870	2.620	26.5571	25.4424
1616548480.892	2.629	26.5591	25.4405
1616548490.874	2.615	26.5501	25.4383
1616548500.873	2.615	26.5460	25.4468
1616548510.870	2.620	26.5517	25.4440
1616548520.874	2.615	26.5568	25.4431
1616548530.875	2.615	26.5622	25.4525
1616548540.876	2.615	26.5638	25.4504
1616548550.892	2.630	26.5720	25.4459
1616548560.873	2.615	26.5788	25.4458
1616548570.872	2.621	26.5712	25.4421
1616548580.874	2.616	26.5806	25.4444
1616548590.876	2.615	26.5915	25.4439
1616548600.880	2.620	26.5924	25.4437
1616548610.870	2.620	26.5957	25.4440
1616548620.874	2.615	26.6016	25.4450
1616548630.870	2.620	26.6075	25.4448
1616548640.875	2.615	26.5971	25.4461
1616548650.876	2.615	26.6016	25.4461
1616548660.874	2.615	26.6156	25.4470
1616548670.875	2.615	26.6079	25.4544
1616548680.876	2.616	26.6022	25.4495
1616548690.874	2.615	26.6003	25.4487
1616548700.882	2.620	26.5938	25.4517
1616548710.871	2.620	26.5943	25.4494
1616548720.873	2.615	26.5996	25.4467
1616548730.870	2.620	26.6136	25.4450
1616548740.874	2.615	26.6105	25.4455
1616548750.870	2.620	26.6051	25.4535
1616548760.874	2.615	26.5925	25.4523
1616548770.870	2.620	26.5910	25.4462
1616548780.875	2.615	26.5801	25.4463
1616548790.875	2.615	26.5714	25.4447
1616548800.875	2.616	26.5739	25.4428
1616548810.873	2.615	26.5700	25.4435
1616548820.870	2.620	26.5561	25.4448
1616548830.875	2.615	26.5628	25.4450
1616548840.875	2.615	26.5610	25.4448
1616548850.874	2.615	26.5666	25.4489
1616548860.882	2.620	26.5700	25.4491
1616548870.872	2.622	26.5747	25.4538
1616548880.872	2.615	26.5785	25.4533
1616548890.871	2.620	26.5879	25.4501
1616548900.876	2.615	26.5968	25.4481
1616548910.874	2.615	26.5983	25.4465
1616548920.871	2.620	26.6005	25.4472
1616548930.874	2.615	26.6031	25.4468
1616548940.875	2.615	26.6018	25.4456
1616548950.875	2.615	26.5935	25.4471
1616548960.875	2.615	26.5955	25.4435
1616548970.876	2.615	26.5908	25.4431
1616548980.873	2.615	26.5791	25.4490
1616548990.872	2.621	26.5733	25.4463
1616549000.872	2.615	26.5714	25.4491
1616549010.870	2.620	26.5729	25.4495
1616549020.876	2.615	26.5764	25.4475
1616549030.873	2.615	26.5896	25.4479
1616549040.871	2.620	26.5921	25.4481
1616549050.874	2.615	26.5860	25.4448
1616549060.875	2.615	26.5756	25.4527
1616549070.875	2.615	26.5693	25.4512
1616549080.875	2.615	26.5547	25.4478
1616549090.874	2.615	26.5578	25.4477
1616549100.870	2.620	26.5494	25.4482
1616549110.881	2.620	26.5574	25.4455
1616549120.872	2.620	26.5633	25.4443
1616549130.874	2.615	26.5621	25.4450
1616549140.881	2.620	26.5743	25.4449
1616549150.870	2.620	26.5783	25.4457
1616549160.874	2.615	26.5788	25.4433
1616549170.870	2.620	26.5848	25.4442
1616549180.876	2.615	26.5868	25.4547
1616549190.873	2.615	26.5877	25.4553
1616549200.870	2.620	26.5875	25.4528
1616549210.871	2.620	26.6014	25.4501
1616549220.873	2.615	26.5964	25.4495
1616549230.871	2.620	26.5955	25.4497
1616549240.873	2.615	26.5773	25.4575
1616549250.870	2.620	26.5742	25.4549
1616549260.874	2.615	26.5781	25.4511
1616549270.871	2.620	26.5776	25.4499
1616549280.874	2.615	26.5778	25.4553
1616549290.882	2.620	26.5685	25.4525
1616549300.870	2.620	26.5633	25.4511
1616549310.876	2.615	26.5663	25.4486
1616549320.875	2.615	26.5655	25.4468
1616549330.881	2.620	26.5666	25.4466
1616549340.870	2.620	26.5706	25.4444
1616549350.870	2.620	26.5874	25.4444
1616549360.870	2.620	26.5865	25.4418
1616549370.875	2.615	26.5835	25.4481
1616549380.881	2.620	26.5861	25.4548
1616549390.870	2.620	26.5885	25.4554
1616549400.875	2.615	26.5970	25.4521
1616549410.874	2.615	26.5894	25.4501
1616549420.874	2.615	26.5873	25.4419
1616549430.871	2.620	26.5901	25.4460
1616549440.874	2.615	26.5844	25.4465
1616549450.881	2.620	26.5801	25.4450
1616549460.870	2.620	26.5822	25.4458
1616549470.876	2.615	26.5903	25.4451
1616549480.873	2.615	26.5945	25.4449
1616549490.871	2.620	26.5896	25.4536
1616549500.890	2.630	26.5824	25.4534
1616549510.869	2.620	26.5677	25.4583
1616549520.875	2.615	26.5676	25.4552
1616549530.881	2.621	26.5641	25.4494
1616549540.870	2.620	26.5565	25.4560
1616549550.874	2.615	26.5491	25.4535
1616549560.870	2.620	26.5610	25.4559
1616549570.875	2.615	26.5674	25.4534
1616549580.874	2.615	26.5793	25.4507
1616549590.870	2.620	26.5815	25.4490
1616549600.875	2.615	26.5716	25.4484
1616549610.874	2.615	26.5648	25.4472
1616549620.870	2.620	26.5610	25.4450
1616549630.874	2.615	26.5708	25.4528
1616549640.882	2.620	26.5732	25.4532
1616549650.872	2.621	26.5820	25.4507
1616549660.872	2.615	26.5911	25.4452
1616549670.871	2.620	26.5892	25.4467
1616549680.874	2.615	26.5943	25.4442
1616549690.870	2.620	26.5874	25.4436
1616549700.875	2.615	26.5892	25.4440
1616549710.874	2.615	26.5879	25.4438
1616549720.882	2.620	26.5846	25.4453
1616549730.870	2.620	26.5887	25.4523
1616549740.875	2.615	26.5921	25.4515
1616549750.873	2.615	26.5937	25.4478
1616549760.869	2.620	26.5896	25.4535
1616549770.881	2.620	26.5844	25.4606
1616549780.870	2.620	26.5870	25.4579
1616549790.876	2.615	26.5769	25.4535
1616549800.873	2.615	26.5607	25.4505
1616549810.871	2.620	26.5574	25.4518
1616549820.874	2.615	26.5574	25.4558
1616549830.870	2.620	26.5657	25.4531
1616549840.876	2.615	26.5750	25.4477
1616549850.876	2.615	26.5770	25.4532
1616549860.874	2.615	26.5738	25.4521
1616549870.876	2.615	26.5757	25.4464
1616549880.875	2.615	26.5711	25.4445
1616549890.869	2.620	26.5759	25.4446
1616549900.875	2.615	26.5685	25.4431
1616549910.880	2.620	26.5671	25.4454
1616549920.871	2.620	26.5674	25.4499
1616549930.873	2.615	26.5746	25.4477
1616549940.871	2.620	26.5752	25.4446
1616549950.874	2.615	26.5775	25.4443
1616549960.869	2.620	26.5777	25.4495
1616549970.875	2.615	26.5902	25.4499
1616549980.874	2.615	26.5931	25.4496
1616549990.874	2.615	26.5926	25.4503
1616550000.875	2.615	26.5968	25.4480
1616550010.875	2.616	26.5994	25.4486
1616550020.874	2.615	26.5915	25.4437
1616550030.875	2.615	26.5858	25.4427
1616550040.874	2.615	26.5814	25.4458
1616550050.875	2.615	26.5820	25.4473
1616550060.875	2.615	26.5860	25.4469
1616550070.876	2.615	26.5844	25.4521
1616550080.873	2.615	26.5777	25.4537
1616550090.869	2.620	26.5527	25.4501
1616550100.874	2.615	26.5475	25.4464
1616550110.870	2.620	26.5539	25.4472
1616550120.876	2.615	26.5694	25.4478
1616550130.875	2.615	26.5777	25.4493
1616550140.875	2.616	26.5915	25.4465
1616550150.875	2.615	26.5987	25.4461
1616550160.870	2.620	26.6043	25.4463
1616550170.874	2.615	26.6055	25.4442
1616550180.870	2.620	26.5984	25.4450
1616550190.875	2.615	26.5923	25.4459
1616550200.876	2.615	26.6014	25.4536
1616550210.874	2.615	26.6031	25.4546
1616550220.882	2.621	26.5891	25.4531
1616550230.872	2.620	26.5844	25.4494
1616550240.874	2.615	26.5713	25.4482
1616550250.869	2.620	26.5686	25.4463
1616550260.869	2.620	26.5637	25.4431
1616550270.875	2.615	26.5697	25.4457
1616550280.869	2.620	26.5641	25.4470
1616550290.869	2.620	26.5711	25.4470
1616550300.882	2.620	26.5789	25.4456
1616550310.870	2.620	26.5807	25.4442
1616550320.875	2.615	26.5874	25.4460
1616550330.874	2.615	26.5797	25.4457
1616550340.871	2.620	26.5837	25.4463
1616550350.875	2.615	26.5814	25.4472
1616550360.875	2.615	26.5849	25.4470
1616550370.874	2.615	26.5846	25.4479
1616550380.882	2.620	26.5846	25.4487
1616550390.870	2.620	26.5878	25.4482
1616550400.869	2.620	26.5722	25.4499
1616550410.882	2.620	26.5794	25.4507
1616550420.871	2.620	26.5941	25.4497
1616550430.874	2.615	26.5880	25.4582
1616550440.870	2.620	26.5924	25.4588
1616550450.876	2.615	26.5860	25.4554
1616550460.873	2.615	26.5860	25.4547
1616550470.870	2.620	26.5853	25.4531
1616550480.874	2.615	26.5916	25.4525
1616550490.870	2.620	26.5963	25.4510
1616550500.875	2.615	26.5841	25.4502
1616550510.873	2.615	26.5740	25.4506
1616550520.870	2.620	26.5707	25.4478
1616550530.875	2.615	26.5612	25.4463
1616550540.875	2.615	26.5531	25.4472
1616550550.875	2.615	26.5533	25.4493
1616550560.876	2.615	26.5465	25.4481
1616550570.874	2.615	26.5511	25.4542
1616550580.870	2.620	26.5614	25.4551
1616550590.869	2.620	26.5607	25.4523
1616550600.881	2.620	26.5587	25.4528
1616550610.870	2.620	26.5485	25.4511
1616550620.875	2.615	26.5518	25.4529
1616550630.874	2.615	26.5488	25.4516
1616550640.870	2.620	26.5512	25.4530
1616550650.869	2.620	26.5531	25.4519
1616550660.870	2.620	26.5542	25.4572
1616550670.882	2.621	26.5539	25.4616
1616550680.870	2.620	26.5611	25.4557
1616550690.875	2.615	26.5645	25.4546
1616550700.875	2.615	26.5636	25.4538
1616550710.874	2.615	26.5632	25.4548
1616550720.875	2.615	26.5724	25.4542
1616550730.875	2.615	26.5845	25.4515
1616550740.875	2.615	26.5938	25.4480
1616550750.875	2.615	26.6011	25.4545
1616550760.870	2.620	26.5949	25.4566
1616550770.874	2.615	26.5916	25.4538
1616550780.882	2.620	26.5834	25.4526
1616550790.870	2.620	26.5773	25.4509
1616550800.876	2.615	26.5739	25.4496
1616550810.875	2.615	26.5751	25.4455
1616550820.869	2.620	26.5739	25.4456
1616550830.870	2.620	26.5725	25.4460
1616550840.875	2.615	26.5714	25.4458
1616550850.869	2.620	26.5793	25.4459
1616550860.882	2.620	26.5872	25.4454
1616550870.870	2.620	26.5828	25.4481
1616550880.869	2.620	26.5803	25.4503
1616550890.870	2.620	26.5731	25.4516
1616550900.881	2.620	26.5806	25.4522
1616550910.871	2.621	26.5882	25.4520
1616550920.872	2.615	26.5829	25.4536
1616550930.870	2.620	26.5828	25.4542
1616550940.874	2.615	26.5707	25.4519
1616550950.875	2.615	26.5601	25.4519
1616550960.872	2.621	26.5620	25.4519
1616550970.872	2.615	26.5688	25.4516
1616550980.871	2.620	26.5824	25.4530
1616550990.875	2.615	26.5840	25.4520
1616551000.871	2.622	26.5781	25.4494
1616551010.872	2.615	26.5775	25.4496
1616551020.871	2.620	26.5737	25.4469
1616551030.875	2.615	26.5838	25.4494
1616551040.870	2.620	26.5951	25.4527
1616551050.875	2.615	26.5901	25.4542
1616551060.876	2.615	26.5933	25.4558
1616551070.874	2.615	26.5892	25.4539
1616551080.869	2.620	26.5770	25.4504
1616551090.874	2.615	26.5768	25.4517
1616551100.870	2.620	26.5725	25.4520
1616551110.876	2.615	26.5839	25.4519
1616551120.875	2.615	26.5867	25.4550
1616551130.875	2.615	26.5828	25.4551
1616551140.875	2.615	26.5667	25.4551
1616551150.874	2.615	26.5585	25.4587
1616551160.870	2.620	26.5618	25.4605
1616551170.873	2.615	26.5610	25.4548
1616551180.869	2.620	26.5693	25.4551
1616551190.870	2.620	26.5888	25.4551
1616551200.869	2.620	26.5888	25.4558
1616551210.875	2.615	26.5938	25.4549
1616551220.880	2.621	26.5958	25.4549
1616551230.870	2.620	26.6097	25.4536
1616551240.875	2.615	26.6114	25.4542
1616551250.882	2.621	26.6023	25.4564
1616551260.871	2.621	26.5821	25.4573
1616551270.873	2.615	26.5814	25.4569
1616551280.871	2.620	26.5807	25.4571
1616551290.873	2.615	26.5778	25.4569
1616551300.870	2.620	26.5667	25.4560
1616551310.881	2.620	26.5669	25.4546
1616551320.870	2.620	26.5641	25.4554
1616551330.875	2.615	26.5729	25.4566
1616551340.874	2.615	26.5690	25.4566
1616551350.871	2.620	26.5627	25.4556
1616551360.875	2.615	26.5662	25.4575
1616551370.875	2.615	26.5668	25.4611
1616551380.881	2.620	26.5794	25.4584
1616551390.871	2.620	26.5871	25.4556
1616551400.874	2.615	26.5938	25.4534
1616551410.876	2.615	26.5955	25.4545
1616551420.872	2.615	26.5890	25.4535
1616551430.869	2.620	26.5736	25.4513
1616551440.882	2.620	26.5764	25.4511
1616551450.870	2.620	26.5748	25.4500
1616551460.874	2.615	26.5754	25.4486
1616551470.870	2.620	26.5698	25.4492
1616551480.875	2.615	26.5718	25.4482
1616551490.876	2.615	26.5758	25.4555
1616551500.874	2.615	26.5844	25.4601
1616551510.881	2.620	26.5838	25.4609
1616551520.870	2.620	26.5835	25.4565
1616551530.873	2.615	26.5825	25.4551
1616551540.871	2.620	26.5820	25.4538
1616551550.874	2.615	26.5736	25.4515
1616551560.875	2.615	26.5669	25.4509
1616551570.875	2.615	26.5558	25.4520
1616551580.881	2.620	26.5704	25.4566
1616551590.872	2.620	26.5724	25.4598
1616551600.872	2.615	26.5732	25.4591
1616551610.870	2.620	26.5672	25.4561
1616551620.875	2.615	26.5690	25.4519
1616551630.875	2.615	26.5745	25.4511
1616551640.874	2.615	26.5708	25.4515
1616551650.870	2.620	26.5605	25.4563
1616551660.874	2.615	26.5612	25.4612
1616551670.874	2.615	26.5657	25.4574
1616551680.882	2.620	26.5739	25.4536
1616551690.870	2.620	26.5756	25.4519
1616551700.874	2.615	26.5775	25.4509
1616551710.871	2.620	26.5718	25.4503
1616551720.873	2.615	26.5741	25.4522
1616551730.870	2.620	26.5723	25.4561
1616551740.880	2.620	26.5790	25.4587
1616551750.871	2.620	26.5794	25.4609
1616551760.874	2.615	26.5708	25.4559
1616551770.881	2.620	26.5689	25.4599
1616551780.872	2.621	26.5649	25.4617
1616551790.872	2.615	26.5750	25.4591
1616551800.870	2.620	26.5828	25.4550
1616551810.876	2.615	26.5812	25.4555
1616551820.875	2.615	26.5757	25.4603
1616551830.875	2.615	26.5806	25.4548
1616551840.875	2.615	26.5864	25.4578
1616551850.869	2.620	26.5794	25.4639
1616551860.876	2.615	26.5768	25.4637
1616551870.874	2.615	26.5685	25.4581
1616551880.874	2.615	26.5596	25.4559
1616551890.870	2.620	26.5620	25.4542
1616551900.875	2.615	26.5616	25.4528
1616551910.881	2.620	26.5644	25.4512
1616551920.870	2.620	26.5586	25.4517
1616551930.876	2.615	26.5551	25.4476
1616551940.876	2.615	26.5514	25.4503
1616551950.874	2.615	26.5481	25.4496
1616551960.870	2.620	26.5426	25.4505
1616551970.874	2.615	26.5399	25.4509
1616551980.874	2.615	26.5410	25.4504
1616551990.870	2.620	26.5619	25.4505
1616552000.875	2.615	26.5728	25.4470
1616552010.874	2.615	26.5711	25.4518
1616552020.870	2.620	26.5766	25.4546
1616552030.874	2.615	26.5829	25.4621
1616552040.870	2.620	26.5811	25.4633
1616552050.875	2.615	26.5714	25.4621
1616552060.874	2.615	26.5773	25.4632
1616552070.882	2.620	26.5812	25.4571
1616552080.871	2.620	26.5840	25.4572
1616552090.873	2.615	26.5811	25.4603
1616552100.869	2.620	26.5736	25.4568
1616552110.881	2.620	26.5683	25.4528
1616552120.871	2.620	26.5730	25.4517
1616552130.874	2.615	26.5708	25.4507
1616552140.874	2.615	26.5773	25.4495
1616552150.881	2.620	26.5598	25.4548
1616552160.870	2.620	26.5609	25.4558
1616552170.877	2.615	26.5623	25.4541
1616552180.873	2.615	26.5564	25.4515
1616552190.870	2.620	26.5460	25.4548
1616552200.874	2.615	26.5536	25.4517
1616552210.870	2.620	26.5515	25.4499
1616552220.876	2.615	26.5594	25.4504
1616552230.874	2.615	26.5618	25.4504
1616552240.870	2.620	26.5651	25.4493
1616552250.874	2.615	26.5787	25.4516
1616552260.881	2.620	26.5754	25.4515
1616552270.870	2.620	26.5707	25.4566
1616552280.876	2.615	26.5716	25.4646
1616552290.873	2.615	26.5794	25.4638
1616552300.870	2.620	26.5809	25.4589
1616552310.874	2.615	26.5788	25.4553
1616552320.881	2.620	26.5859	25.4540
1616552330.871	2.620	26.5823	25.4525
1616552340.873	2.615	26.5790	25.4509
1616552350.869	2.620	26.5870	25.4539
1616552360.870	2.620	26.5755	25.4538
1616552370.881	2.620	26.5645	25.4509
1616552380.869	2.620	26.5647	25.4523
1616552390.869	2.620	26.5678	25.4613
1616552400.882	2.620	26.5573	25.4591
1616552410.870	2.620	26.5611	25.4616
1616552420.870	2.621	26.5708	25.4564
1616552430.875	2.615	26.5682	25.4555
1616552440.874	2.615	26.5648	25.4546
1616552450.871	2.621	26.5649	25.4529
1616552460.872	2.615	26.5660	25.4531
1616552470.870	2.620	26.5699	25.4519
1616552480.875	2.615	26.5590	25.4528
1616552490.875	2.615	26.5468	25.4516
1616552500.872	2.615	26.5571	25.4510
1616552510.871	2.620	26.5684	25.4542
1616552520.874	2.615	26.5520	25.4548
1616552530.870	2.620	26.5529	25.4554
1616552540.875	2.615	26.5542	25.4560
1616552550.876	2.615	26.5479	25.4555
1616552560.873	2.615	26.5378	25.4554
1616552570.871	2.620	26.5335	25.4579
1616552580.874	2.615	26.5351	25.4609
1616552590.870	2.620	26.5313	25.4598
1616552600.874	2.615	26.5345	25.4589
1616552610.882	2.620	26.5453	25.4597
1616552620.870	2.620	26.5397	25.4557
1616552630.870	2.620	26.5427	25.4573
1616552640.875	2.615	26.5498	25.4552
1616552650.876	2.615	26.5507	25.4523
1616552660.874	2.615	26.5467	25.4526
1616552670.870	2.620	26.5340	25.4549
1616552680.870	2.620	26.5318	25.4524
1616552690.876	2.615	26.5319	25.4526
1616552700.874	2.615	26.5305	25.4538
1616552710.870	2.620	26.5358	25.4534
1616552720.876	2.615	26.5342	25.4547
1616552730.873	2.615	26.5247	25.4578
1616552740.871	2.620	26.5110	25.4627
1616552750.875	2.615	26.5207	25.4599
1616552760.870	2.620	26.5335	25.4574
1616552770.875	2.615	26.5232	25.4556
1616552780.881	2.620	26.5112	25.4530
1616552790.869	2.620	26.5172	25.4532
1616552800.870	2.620	26.5113	25.4531
1616552810.882	2.620	26.5105	25.4536
1616552820.871	2.620	26.5049	25.4548
1616552830.874	2.615	26.5091	25.4601
1616552840.870	2.620	26.5183	25.4587
1616552850.875	2.615	26.5085	25.4587
1616552860.875	2.615	26.4942	25.4551
1616552870.876	2.615	26.4945	25.4548
1616552880.873	2.615	26.5039	25.4560
1616552890.870	2.620	26.5045	25.4545
1616552900.875	2.615	26.5040	25.4557
1616552910.876	2.615	26.5206	25.4589
1616552920.873	2.615	26.5259	25.4574
1616552930.871	2.620	26.5319	25.4560
1616552940.873	2.615	26.5346	25.4551
